delay,freq,condition,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.rt,key_resp.duration,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,1000,exp,0,0,0,0,0,0,11,,,,0.05551119998563081,,0.04087259992957115,0.05551119998563081,1.0064890999346972,1.0064890999346972,1.0566580999875441,1.553239299915731,space,0.42450079997070134,None,1.5540603999979794,2.256094466607707,2.5717380999121815,2.542985799955204,2.5439352999674156,2.5717380999121815,2.5717380999121815,2.5717380999121815,,,,,,,,
