reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,0,0,0,l,4.522526699933223,None,0,0,0,2,0.034747399971820414,,0.03197769995313138,0.034747399971820414,1.0070264999521896,1.0070264999521896,1.0402056999737397,5.543508799979463,l,4.522526699933223,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
11,30,7,1,1,0,l,2.989962499937974,None,0,1,1,0,5.556443199981004,,5.546931799966842,5.556443199981004,6.556345599936321,6.556345599936321,6.556345599936321,9.556461800006218,l,2.989962499937974,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
49,60,89,2,2,0,l,1.1130479999119416,None,0,2,2,4,9.572320299921557,,9.561440699966624,9.572320299921557,10.55568009999115,10.55568009999115,10.572430599946529,11.67284579994157,l,1.1130479999119416,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
67,75,119,3,3,0,t,0.37220340000931174,None,0,3,3,5,11.688731799949892,,11.675021199975163,11.688731799949892,12.672501299995929,12.672501299995929,12.688854299951345,13.056573399924673,t,0.37220340000931174,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
40,55,62,4,4,0,l,0.34904669993557036,None,0,4,4,3,13.072233699960634,,13.059390899958089,13.072233699960634,14.071740499930456,14.071740499930456,14.071740499930456,14.422549599898048,l,0.34904669993557036,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
78,80,162,5,5,0,t,0.3438581000082195,None,0,5,5,6,14.43831669993233,,14.425023899995722,14.43831669993233,15.422011199989356,15.422011199989356,15.438279399997555,15.772313499939628,t,0.3438581000082195,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
15,35,13,6,6,0,l,0.23056679998990148,None,0,6,6,1,15.78825609991327,,15.77451229991857,15.78825609991327,16.77160669991281,16.77160669991281,16.788331399904564,17.00610619992949,l,0.23056679998990148,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
67,75,119,7,0,1,l,0.6133644999936223,None,1,0,7,5,17.021708799991757,,17.009132399922237,17.021708799991757,18.02134269999806,18.02134269999806,18.02134269999806,18.638558199978434,l,0.6133644999936223,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
27,50,21,8,1,1,t,0.30601639999076724,None,1,1,8,2,18.654838499962352,,18.640764999901876,18.654838499962352,19.63757599995006,19.63757599995006,19.654832399915904,19.955642199958675,t,0.30601639999076724,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
49,60,89,9,2,1,t,0.47683499997947365,None,1,2,9,4,19.971077199908905,,19.958296999917366,19.971077199908905,20.971285699983127,20.971285699983127,20.971285699983127,21.454822200001217,t,0.47683499997947365,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
15,35,13,10,3,1,l,0.3127014000201598,None,1,3,10,1,21.470881499932148,,21.457240299903788,21.470881499932148,22.454286399995908,22.454286399995908,22.470765899983235,22.77212039998267,l,0.3127014000201598,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
11,30,7,11,4,1,t,0.34362570010125637,None,1,4,11,0,22.78764869994484,,22.774860800011083,22.78764869994484,23.78672989993356,23.78672989993356,23.78672989993356,24.138186699943617,t,0.34362570010125637,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
40,55,62,12,5,1,l,0.34590090007986873,None,1,5,12,3,24.15394559991546,,24.140986799960956,24.15394559991546,25.15380199998617,25.15380199998617,25.15380199998617,25.505432699923404,l,0.34590090007986873,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
78,80,162,13,6,1,t,0.33792379999067634,None,1,6,13,6,25.520532800001092,,25.508591799996793,25.520532800001092,26.520310999942012,26.520310999942012,26.520310999942012,26.871575900004245,t,0.33792379999067634,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
67,75,119,14,0,2,t,2.1919018999906257,None,2,0,14,5,26.886928399908356,,26.874877399997786,26.886928399908356,27.886089999927208,27.886089999927208,27.886089999927208,30.088294899906032,t,2.1919018999906257,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
49,60,89,15,1,2,t,0.3036670999135822,None,2,1,15,4,30.103255499969237,,30.091554699931294,30.103255499969237,31.1033489999827,31.1033489999827,31.1033489999827,31.42062150000129,t,0.3036670999135822,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
27,50,21,16,2,2,t,0.25450169993564487,None,2,2,16,2,31.436111399903893,,31.42271139996592,31.436111399903893,32.435844799969345,32.435844799969345,32.435844799969345,32.70350269996561,t,0.25450169993564487,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
11,30,7,17,3,2,l,0.5723165000090376,None,2,3,17,0,32.7194037999725,,32.707024900009856,32.7194037999725,33.70286999992095,33.70286999992095,33.71964509994723,34.28674939996563,l,0.5723165000090376,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
40,55,62,18,4,2,t,0.26390050002373755,None,2,4,18,3,34.30291319999378,,34.288874299963936,34.30291319999378,35.28598449996207,35.28598449996207,35.30265899992082,35.55412909993902,t,0.26390050002373755,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
78,80,162,19,5,2,l,0.2061767999548465,None,2,5,19,6,35.569351699901745,,35.55734269996174,35.569351699901745,36.569064699928276,36.569064699928276,36.569064699928276,36.78650259994902,l,0.2061767999548465,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
15,35,13,20,6,2,t,0.26916699996218085,None,2,6,20,1,36.80227919993922,,36.78875239996705,36.80227919993922,37.7853921999922,37.7853921999922,37.802265299949795,38.069427999900654,t,0.26916699996218085,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
11,30,7,21,0,3,t,0.44791820005048066,None,3,0,21,0,38.08536759996787,,38.07174909999594,38.08536759996787,39.08546909992583,39.08546909992583,39.08546909992583,39.535886099911295,t,0.44791820005048066,None,P3,001,2024-11-21_17h09.59.437,delaydiscounting,2024.2.1post4,60.266740590315344,2024-11-21 17h10.08.370366 +0530,
