reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,10,3,1,t,0.8997221000026911,None,1,3,10,6,33.85850039997604,,33.845655799959786,33.85850039997604,34.85806160001084,34.85806160001084,34.85806160001084,35.75904339994304,t,0.8997221000026911,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,11,4,1,l,1.9587795999832451,None,1,4,11,2,35.7744208999211,,35.761250199982896,35.7744208999211,36.77437290002126,36.77437290002126,36.77437290002126,38.74174929992296,l,1.9587795999832451,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,12,5,1,t,1.1445390000008047,None,1,5,12,5,38.75762059993576,,38.7440660999855,38.75762059993576,39.75758320000023,39.75758320000023,39.75758320000023,40.90849259996321,t,1.1445390000008047,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,13,6,1,l,3.8251050000544637,None,1,6,13,1,40.92406099999789,,40.91119729995262,40.92406099999789,41.923696500016376,41.923696500016376,41.923696500016376,45.75785719999112,l,3.8251050000544637,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,14,0,2,t,0.9742085000034422,None,2,0,14,0,45.77327589993365,,45.76075100002345,45.77327589993365,46.77328760002274,46.77328760002274,46.77328760002274,47.75724019994959,t,0.9742085000034422,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,15,1,2,l,0.5847988999448717,None,2,1,15,5,47.77308690000791,,47.76054909999948,47.77308690000791,48.772883699974045,48.772883699974045,48.772883699974045,49.37371820001863,l,0.5847988999448717,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,16,2,2,l,0.876320100040175,None,2,2,16,2,49.38926839991473,,49.376084199990146,49.38926839991473,50.372886699973606,50.372886699973606,50.3891817999538,51.25756309996359,l,0.876320100040175,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,17,3,2,t,0.5563938999548554,None,2,3,17,1,51.27267729991581,,51.25976579997223,51.27267729991581,52.27235220000148,52.27235220000148,52.27235220000148,52.83996369992383,t,0.5563938999548554,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,18,4,2,l,0.46540540002752095,None,2,4,18,6,52.85598739993293,,52.84257169999182,52.85598739993293,53.855615700013004,53.855615700013004,53.855615700013004,54.32309889991302,l,0.46540540002752095,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,19,5,2,l,1.3271383000537753,None,2,5,19,4,54.338690000004135,,54.32547699997667,54.338690000004135,55.322119800024666,55.322119800024666,55.33863459993154,56.65065169997979,l,1.3271383000537753,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,20,6,2,t,1.8257463000481948,None,2,6,20,3,56.658946099923924,,56.65554940002039,56.658946099923924,57.65502339997329,57.65502339997329,57.671642099972814,59.490449099917896,t,1.8257463000481948,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,21,0,3,t,1.9327656999230385,None,3,0,21,0,59.50498590001371,,59.49548569996841,59.50498590001371,60.50489440001547,60.50489440001547,60.50489440001547,62.43927219999023,t,1.9327656999230385,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,22,1,3,l,0.31707220000680536,None,3,1,22,1,62.45465789991431,,62.442009999998845,62.45465789991431,63.454279899946414,63.454279899946414,63.454279899946414,63.78834029997233,l,0.31707220000680536,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,23,2,3,t,3.556984900031239,None,3,2,23,5,63.804210399976,,63.79093249992002,63.804210399976,64.80415229999926,64.80415229999926,64.80415229999926,68.37141599995084,t,3.556984900031239,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,24,3,3,l,13.525417400058359,None,3,3,24,6,68.38706109998748,,68.37395749997813,68.38706109998748,69.38696939998772,69.38696939998772,69.38696939998772,82.91912809992209,l,13.525417400058359,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,25,4,3,t,0.017951900023035705,None,3,4,25,2,82.93513380002696,,82.92126319999807,82.93513380002696,83.91834239999298,83.91834239999298,83.93501000001561,83.95241749996785,t,0.017951900023035705,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,26,5,3,l,0.4423270000843331,None,3,5,26,3,83.96815530001186,,83.95455399993807,83.96815530001186,84.95159970002715,84.95159970002715,84.96815540001262,85.40265579998959,l,0.4423270000843331,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,27,6,3,t,0.2834910999517888,None,3,6,27,4,85.4179544999497,,85.40568790002726,85.4179544999497,86.41816599993035,86.41816599993035,86.41816599993035,86.70247699995525,t,0.2834910999517888,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,28,0,4,l,0.3232922999886796,None,4,0,28,3,86.71815989993047,,86.70469879999291,86.71815989993047,87.71787179994863,87.71787179994863,87.71787179994863,88.05238030001055,l,0.3232922999886796,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,29,1,4,l,0.30205129995010793,None,4,1,29,2,88.10567319998518,,88.10324309999123,88.10567319998518,89.06782899994869,89.06782899994869,89.11792220000643,89.38599709991831,l,0.30205129995010793,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,30,2,4,l,1.4931710000382736,None,4,2,30,1,89.4009024000261,,89.38929259998258,89.4009024000261,90.40100209997036,90.40100209997036,90.40100209997036,91.90206629992463,l,1.4931710000382736,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,31,3,4,t,0.3582335999235511,None,4,3,31,6,91.9174817999592,,91.90496159996837,91.9174817999592,92.9175539999269,92.9175539999269,92.9175539999269,93.28492459992412,t,0.3582335999235511,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,32,4,4,t,0.08090689999517053,None,4,4,32,4,93.30036230001133,,93.28898489999119,93.30036230001133,94.28392059996258,94.28392059996258,94.30068969994318,94.36875799996778,t,0.08090689999517053,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,33,5,4,t,0.04991950001567602,None,4,5,33,0,94.38357219996396,,94.37108089996036,94.38357219996396,95.38338429993019,95.38338429993019,95.38338429993019,95.4347473999951,t,0.04991950001567602,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,34,6,4,l,0.4457214999711141,None,4,6,34,5,95.45003680000082,,95.43692549993284,95.45003680000082,96.44949989998713,96.44949989998713,96.44949989998713,96.90069109993055,l,0.4457214999711141,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,35,0,5,l,0.0390744999749586,None,5,0,35,3,96.9166142999893,,96.90292619995307,96.9166142999893,97.89997799997218,97.89997799997218,97.91661389998626,97.95131469995249,l,0.0390744999749586,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,36,1,5,t,1.83215959998779,None,5,1,36,4,97.96667609992437,,97.95428379997611,97.96667609992437,98.96672159992158,98.96672159992158,98.96672159992158,100.80054819991346,t,1.83215959998779,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,37,2,5,l,0.3006850000238046,None,5,2,37,2,100.81608899997082,,100.80305190000217,100.81608899997082,101.8163695000112,101.8163695000112,101.8163695000112,102.13369359995704,l,0.3006850000238046,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,38,3,5,l,0.3140880001010373,None,5,3,38,5,102.14941099996213,,102.136598699959,102.14941099996213,103.13264720002189,103.13264720002189,103.14971899997909,103.45071579993237,l,0.3140880001010373,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,39,4,5,l,0.30455429991707206,None,5,4,39,0,103.46598440001253,,103.45471109997015,103.46598440001253,104.46522110002115,104.46522110002115,104.46522110002115,104.7830188999651,l,0.30455429991707206,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,40,5,5,t,0.2835711999796331,None,5,5,40,6,104.79906619992107,,104.78541939996649,104.79906619992107,105.78244899993297,105.78244899993297,105.79923589993268,106.06771189998835,t,0.2835711999796331,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,41,6,5,t,0.31522520002909005,None,5,6,41,1,106.08222769992426,,106.07093229994643,106.08222769992426,107.08205979992636,107.08205979992636,107.08205979992636,107.40071640000679,t,0.31522520002909005,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,42,0,6,t,0.2787655999418348,None,6,0,42,5,107.41533739992883,,107.40371639991645,107.41533739992883,108.41497379995417,108.41497379995417,108.41497379995417,108.69997159997001,t,0.2787655999418348,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,43,1,6,l,0.3714420000324026,None,6,1,43,3,108.7152602999704,,108.70371749997139,108.7152602999704,109.71517169999424,109.71517169999424,109.71517169999424,110.0991896999767,l,0.3714420000324026,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,44,2,6,l,0.39175220008473843,None,6,2,44,2,110.1150507000275,,110.101548000006,110.1150507000275,111.09815939993132,111.09815939993132,111.11484629998449,111.49955970002338,l,0.39175220008473843,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,45,3,6,t,0.4322517999680713,None,6,3,45,4,111.51488169992808,,111.50254969997332,111.51488169992808,112.51475039997604,112.51475039997604,112.51475039997604,112.94890810002107,t,0.4322517999680713,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,46,4,6,t,1.3465244000544772,None,6,4,46,6,112.9645893999841,,112.9512314000167,112.9645893999841,113.96455009991769,113.96455009991769,113.96455009991769,115.31593889999203,t,1.3465244000544772,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,47,5,6,l,1.4586695999605581,None,6,5,47,1,115.33098410000093,,115.31979450001381,115.33098410000093,116.33037510002032,116.33037510002032,116.33037510002032,117.7985183999408,l,1.4586695999605581,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,48,6,6,l,2.855544599937275,None,6,6,48,0,117.81411659996957,,117.80070849996991,117.81411659996957,118.81397219991777,118.81397219991777,118.81397219991777,121.68174889998045,l,2.855544599937275,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,49,0,7,t,2.458427399978973,None,7,0,49,1,121.69701559992973,,121.68458150001243,121.69701559992973,122.69699600001331,122.69699600001331,122.69699600001331,125.16415249998681,t,2.458427399978973,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,50,1,7,t,2.907966799917631,None,7,1,50,6,125.17967069998849,,125.16701219999231,125.17967069998849,126.16302969993558,126.16302969993558,126.17951099993661,129.08065060002264,t,2.907966799917631,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,51,2,7,l,2.899285600055009,None,7,2,51,0,129.09591389994603,,129.08436179999262,129.09591389994603,130.09613660001196,130.09613660001196,130.09613660001196,132.9963613,l,2.899285600055009,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,52,3,7,l,1.6802986999973655,None,7,3,52,3,133.01210129994433,,132.99865009996574,133.01210129994433,133.99546669994015,133.99546669994015,134.01203350001015,135.6790895999875,l,1.6802986999973655,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,53,4,7,t,2.2216067000990734,None,7,4,53,2,135.69503469998017,,135.68161149998195,135.69503469998017,136.6782926999731,136.6782926999731,136.69519250001758,138.91241679992527,t,2.2216067000990734,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,54,5,7,l,1.0097411000169814,None,7,5,54,5,138.92802609992214,,138.91470680001657,138.92802609992214,139.91127719997894,139.91127719997894,139.92779659992084,140.92840390000492,l,1.0097411000169814,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,55,6,7,t,0.27663269999902695,None,7,6,55,4,140.94428549997974,,140.93241150001995,140.94428549997974,141.92760509997606,141.92760509997606,141.9442490999354,142.21254269999918,t,0.27663269999902695,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,56,0,8,l,0.26900370011571795,None,8,0,56,5,142.22766709991265,,142.21594389993697,142.22766709991265,143.2274387999205,143.2274387999205,143.2274387999205,143.51150869997218,l,0.26900370011571795,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,57,1,8,t,0.0006704000988975167,None,8,1,57,2,143.52737849997357,,143.51393879996613,143.52737849997357,144.5109846999403,144.5109846999403,144.5274144000141,144.51314489997458,t,0.0006704000988975167,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,58,2,8,l,0.2362931000534445,None,8,2,58,1,144.5274144000141,,144.51642709993757,144.5274144000141,145.52757979999296,145.52757979999296,145.52757979999296,145.77876529993955,l,0.2362931000534445,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,59,3,8,l,0.8845272999024019,None,8,3,59,3,145.79389949992765,,145.78216439997777,145.79389949992765,146.79375289997552,146.79375289997552,146.79375289997552,147.69433339999523,l,0.8845272999024019,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,60,4,8,t,0.2848849999718368,None,8,4,60,6,147.7101312999148,,147.69664490001742,147.7101312999148,148.710023200023,148.710023200023,148.710023200023,149.010974099976,t,0.2848849999718368,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,61,5,8,l,0.6935503999702632,None,8,5,61,0,149.0265338999452,,149.01373439992312,149.0265338999452,150.01028569997288,150.01028569997288,150.02664900000673,150.71077799994964,l,0.6935503999702632,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,62,6,8,t,0.5036388000007719,None,8,6,62,4,150.72655639995355,,150.71303099999204,150.72655639995355,151.70985849993303,151.70985849993303,151.726550100022,152.22688380000181,t,0.5036388000007719,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,63,0,9,t,1.9290543000679463,None,9,0,63,0,152.2431236000266,,152.22997139999643,152.2431236000266,153.22615559992846,153.22615559992846,153.24280719994567,155.16008129995316,t,1.9290543000679463,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,64,1,9,l,0.28324280004017055,None,9,1,64,6,155.1757895000046,,155.16257839999162,155.1757895000046,156.1593013999518,156.1593013999518,156.17592660000082,156.4594083999982,l,0.28324280004017055,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,65,2,9,t,0.3059736000141129,None,9,2,65,1,156.47560639993753,,156.4617568999529,156.47560639993753,157.45900029991753,157.45900029991753,157.4754424999701,157.77656559995376,t,0.3059736000141129,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,66,3,9,l,0.5392454999964684,None,9,3,66,5,157.79242599999998,,157.77941979991738,157.79242599999998,158.7923182999948,158.7923182999948,158.7923182999948,159.34281269996427,l,0.5392454999964684,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,67,4,9,l,1.061964699998498,None,9,4,67,4,159.35875010001473,,159.3451832999708,159.35875010001473,160.34224509994965,160.34224509994965,160.3586347999517,161.4090665000258,l,1.061964699998498,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,68,5,9,t,0.3329836999764666,None,9,5,68,3,161.4250606999267,,161.41121049993671,161.4250606999267,162.4083846999565,162.4083846999565,162.42524010001216,162.74282639997546,t,0.3329836999764666,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,69,6,9,t,0.15790250001009554,None,9,6,69,2,162.75830210000277,,162.74519539996982,162.75830210000277,163.75853749993257,163.75853749993257,163.75853749993257,163.92638889991213,t,0.15790250001009554,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
27,50,21,70,0,10,t,0.3889093999750912,None,10,0,70,2,163.9414519999409,,163.9265643999679,163.9414519999409,164.94152300001588,164.94152300001588,164.94152300001588,165.34218899998814,t,0.3889093999750912,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,71,1,10,l,0.2668734999606386,None,10,1,71,6,165.35791279992554,,165.3443861999549,165.35791279992554,166.3579418999143,166.3579418999143,166.3579418999143,166.62637940002605,l,0.2668734999606386,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
67,75,119,72,2,10,l,0.5112437000498176,None,10,2,72,5,166.64110090001486,,166.629789999919,166.64110090001486,167.6412293999456,167.6412293999456,167.6412293999456,168.15966120001394,l,0.5112437000498176,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
11,30,7,73,3,10,t,0.31273300002794713,None,10,3,73,0,168.17434249992948,,168.16376719996333,168.17434249992948,169.17415530001745,169.17415530001745,169.17415530001745,169.49200650001876,t,0.31273300002794713,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,74,4,10,l,0.32700990000739694,None,10,4,74,1,169.5075159999542,,169.4946732999524,169.5075159999542,170.5074427999789,170.5074427999789,170.5074427999789,170.84156520001125,l,0.32700990000739694,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,75,5,10,t,0.24648019997403026,None,10,5,75,3,170.85732139996253,,170.84395140002016,170.85732139996253,171.85726939991582,171.85726939991582,171.85726939991582,172.1085767999757,t,0.24648019997403026,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
49,60,89,76,6,10,t,0.2979923998937011,None,10,6,76,4,172.1239502999233,,172.11170309991576,172.1239502999233,173.1240509999916,173.1240509999916,173.1240509999916,173.4244808999356,t,0.2979923998937011,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
78,80,162,77,0,11,l,0.1563132000155747,None,11,0,77,6,173.44027080002706,,173.42677209991962,173.44027080002706,174.42369600001257,174.42369600001257,174.44033140002284,174.59178100002464,l,0.1563132000155747,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
15,35,13,78,1,11,t,0.4124854999827221,None,11,1,78,1,174.60680589999538,,174.59490419994108,174.60680589999538,175.60660840000492,175.60660840000492,175.60660840000492,176.02398709999397,t,0.4124854999827221,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
40,55,62,79,2,11,t,0.30649510002695024,None,11,2,79,3,176.03993460000493,,176.02613529993687,176.03993460000493,177.0231740999734,177.0231740999734,177.03985349996947,177.34027109993622,t,0.30649510002695024,None,P1,001,2024-11-21_17h02.08.695,delaydiscounting,2024.2.1post4,59.96070177791439,2024-11-21 17h02.19.890511 +0530,
