S1,E_N,S2,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,stimuli.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,pause.started,text.started,key_resp_2.started,pause.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_2.started,text_2.started,key_resp_3.started,trial_2.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Grateful ,E,Proud ,0,0,0,space,0.9500047000001359,None,,,,0,0,0,0,,,,,0.019556100000045262,,0.015870400000494556,0.019556100000045262,0.019556100000045262,0.9804830000011862,space,0.9500047000001359,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Walk,N,Table,1,1,0,space,1.4864159999997355,None,,,,0,1,1,1,,,,,0.9907407999999123,,0.9853748000004998,0.9907407999999123,0.9907407999999123,2.4916860000012093,space,1.4864159999997355,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Hopeful,E,Guilty,2,2,0,space,3.2414830999987316,None,,,,0,2,2,2,,,,,2.507386500001303,,2.4951838000015414,2.507386500001303,2.507386500001303,5.758773700001257,space,3.2414830999987316,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Bridge,N,Spoon,3,3,0,space,2.5022296999995888,None,,,,0,3,3,3,,,,,5.773406199999954,,5.765242299999954,5.773406199999954,5.773406199999954,8.29220830000122,space,2.5022296999995888,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Amused,E,Happy ,4,4,0,space,2.5172893999988446,None,,,,0,4,4,4,,,,,8.306599100000312,,8.299500799999805,8.306599100000312,8.306599100000312,10.84148930000083,space,2.5172893999988446,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Speak,N,Pencil,5,5,0,space,1.8859999000014795,None,,,,0,5,5,5,,,,,10.856315600000016,,10.84813000000031,10.856315600000016,10.856315600000016,12.757254900001499,space,1.8859999000014795,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Sad,E,Love,6,6,0,space,1.3496938000007503,None,,,,0,6,6,6,,,,,12.773107000000891,,12.759780400001546,12.773107000000891,12.773107000000891,14.125635300000795,space,1.3496938000007503,None,,,,,,,,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.125849600000947,14.13937950000036,14.13937950000036,32.80608410000059,space,18.655590799999118,None,,,,,,,,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Grateful ,E,Proud ,0,0,0,,,,space,1.2846386000001075,None,,,,,0,0,0,0,32.82470760000069,,,,,,,,,,,,,,,,32.82052079999994,32.82470760000069,32.82470760000069,34.12095480000062,space,1.2846386000001075,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Walk,N,Table,1,1,0,,,,space,2.0240266999990126,None,,,,,0,1,1,1,34.13657779999994,,,,,,,,,,,,,,,,34.125916300001336,34.13657779999994,34.13657779999994,36.1707333000013,space,2.0240266999990126,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Hopeful,E,Guilty,2,2,0,,,,space,2.215417300001718,None,,,,,0,2,2,2,36.18666380000104,,,,,,,,,,,,,,,,36.17398730000059,36.18666380000104,36.18666380000104,38.40434000000096,space,2.215417300001718,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Bridge,N,Spoon,3,3,0,,,,space,1.4432444000012765,None,,,,,0,3,3,3,38.41909459999988,,,,,,,,,,,,,,,,38.407816200000525,38.41909459999988,38.41909459999988,39.87085720000141,space,1.4432444000012765,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Amused,E,Happy ,4,4,0,,,,space,1.5712689000010869,None,,,,,0,4,4,4,39.885972400001265,,,,,,,,,,,,,,,,39.87446790000104,39.885972400001265,39.885972400001265,41.47012800000084,space,1.5712689000010869,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Speak,N,Pencil,5,5,0,,,,space,3.504322899998442,None,,,,,0,5,5,5,41.48553340000035,,,,,,,,,,,,,,,,41.47447860000102,41.48553340000035,41.48553340000035,45.003098500001215,space,3.504322899998442,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
Sad,E,Love,6,6,0,,,,space,2.8874905000011495,None,,,,,0,6,6,6,45.01931810000133,,,,,,,,,,,,,,,,45.00717480000094,45.01931810000133,45.01931810000133,47.920092500000464,space,2.8874905000011495,None,P6,001,2025-04-16_18h58.06.515,emotion_nonemotion,2024.2.1post4,60.119493504887465,2025-04-16 18h58.13.507657 +0530,
