4.0814 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'S1': 'Bridge', 'E_N': 'N', 'S2': 'Spoon', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
4.0956 	EXP 	stimuli: autoDraw = False
4.0956 	EXP 	stimuli: height = 0.06
4.0956 	EXP 	stimuli: height = 0.06
4.0956 	EXP 	stimuli: height = 0.06
4.0956 	EXP 	stimuli: text = 'Bridge'
4.0956 	EXP 	stimuli: autoDraw = True
5.5975 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'S1': 'Amused', 'E_N': 'E', 'S2': 'Happy ', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
5.6129 	DATA 	Keypress: space
5.6143 	EXP 	stimuli: autoDraw = False
5.6143 	EXP 	stimuli: height = 0.06
5.6143 	EXP 	stimuli: height = 0.06
5.6143 	EXP 	stimuli: height = 0.06
5.6143 	EXP 	stimuli: text = 'Amused'
5.6143 	EXP 	stimuli: autoDraw = True
7.3141 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'S1': 'Speak', 'E_N': 'N', 'S2': 'Pencil', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
7.3210 	DATA 	Keypress: space
7.3284 	EXP 	stimuli: autoDraw = False
7.3284 	EXP 	stimuli: height = 0.06
7.3284 	EXP 	stimuli: height = 0.06
7.3284 	EXP 	stimuli: height = 0.06
7.3284 	EXP 	stimuli: text = 'Speak'
7.3284 	EXP 	stimuli: autoDraw = True
8.2135 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'S1': 'Sad', 'E_N': 'E', 'S2': 'Love', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
8.2176 	DATA 	Keypress: space
8.2284 	EXP 	stimuli: autoDraw = False
8.2284 	EXP 	stimuli: height = 0.06
8.2284 	EXP 	stimuli: height = 0.06
8.2284 	EXP 	stimuli: height = 0.06
8.2284 	EXP 	stimuli: text = 'Sad'
8.2284 	EXP 	stimuli: autoDraw = True
9.0322 	DATA 	Keypress: space
9.0454 	INFO 	Keyboard events cleared
9.0449 	EXP 	stimuli: autoDraw = False
9.0449 	EXP 	text: autoDraw = True
15.5731 	EXP 	Imported conditions_EN.xlsx as conditions, 7 conditions, 4 params
15.5735 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'S1': 'Grateful ', 'E_N': 'E', 'S2': 'Proud ', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
15.5797 	DATA 	Keypress: space
15.5814 	EXP 	text: autoDraw = False
15.5814 	EXP 	text_2: height = 0.06
15.5814 	EXP 	text_2: height = 0.06
15.5814 	EXP 	text_2: height = 0.06
15.5814 	EXP 	text_2: text = 'Proud '
15.5814 	EXP 	text_2: autoDraw = True
17.0293 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'S1': 'Walk', 'E_N': 'N', 'S2': 'Table', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
17.0367 	DATA 	Keypress: space
17.0437 	EXP 	text_2: autoDraw = False
17.0437 	EXP 	text_2: height = 0.06
17.0437 	EXP 	text_2: height = 0.06
17.0437 	EXP 	text_2: height = 0.06
17.0437 	EXP 	text_2: text = 'Table'
17.0437 	EXP 	text_2: autoDraw = True
18.6627 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'S1': 'Hopeful', 'E_N': 'E', 'S2': 'Guilty', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
18.6702 	DATA 	Keypress: space
18.6772 	EXP 	text_2: autoDraw = False
18.6772 	EXP 	text_2: height = 0.06
18.6772 	EXP 	text_2: height = 0.06
18.6772 	EXP 	text_2: height = 0.06
18.6772 	EXP 	text_2: text = 'Guilty'
18.6772 	EXP 	text_2: autoDraw = True
20.1622 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'S1': 'Bridge', 'E_N': 'N', 'S2': 'Spoon', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
20.1686 	DATA 	Keypress: space
20.1768 	EXP 	text_2: autoDraw = False
20.1768 	EXP 	text_2: height = 0.06
20.1768 	EXP 	text_2: height = 0.06
20.1768 	EXP 	text_2: height = 0.06
20.1768 	EXP 	text_2: text = 'Spoon'
20.1768 	EXP 	text_2: autoDraw = True
20.9451 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'S1': 'Amused', 'E_N': 'E', 'S2': 'Happy ', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
20.9503 	DATA 	Keypress: space
20.9602 	EXP 	text_2: autoDraw = False
20.9602 	EXP 	text_2: height = 0.06
20.9602 	EXP 	text_2: height = 0.06
20.9602 	EXP 	text_2: height = 0.06
20.9602 	EXP 	text_2: text = 'Happy '
20.9602 	EXP 	text_2: autoDraw = True
22.2626 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'S1': 'Speak', 'E_N': 'N', 'S2': 'Pencil', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
22.2681 	DATA 	Keypress: space
22.2767 	EXP 	text_2: autoDraw = False
22.2767 	EXP 	text_2: height = 0.06
22.2767 	EXP 	text_2: height = 0.06
22.2767 	EXP 	text_2: height = 0.06
22.2767 	EXP 	text_2: text = 'Pencil'
22.2767 	EXP 	text_2: autoDraw = True
23.7623 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'S1': 'Sad', 'E_N': 'E', 'S2': 'Love', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
23.7689 	DATA 	Keypress: space
23.7763 	EXP 	text_2: autoDraw = False
23.7763 	EXP 	text_2: height = 0.06
23.7763 	EXP 	text_2: height = 0.06
23.7763 	EXP 	text_2: height = 0.06
23.7763 	EXP 	text_2: text = 'Love'
23.7763 	EXP 	text_2: autoDraw = True
24.3450 	DATA 	Keypress: space
24.3597 	EXP 	text_2: autoDraw = False
24.3598 	EXP 	emotion_nonemotion: status = STOPPED
24.3763 	INFO 	saved data to 'D:\\Prisha AU\\PSY416_Emotions\\data/TRY_emotion_nonemotion_2025-04-16_18h22.10.015.csv'
24.3917 	INFO 	saved data to D:\Prisha AU\PSY416_Emotions\data/TRY_emotion_nonemotion_2025-04-16_18h22.10.015.psydat
24.5429 	EXP 	window1: mouseVisible = True
