S1,E_N,S2,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,stimuli.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,pause.started,text.started,key_resp_2.started,pause.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_2.started,text_2.started,key_resp_3.started,trial_2.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Grateful ,E,Proud ,0,0,0,space,0.7696273999990808,None,,,,0,0,0,0,,,,,0.021626099998684367,,0.017622999999730382,0.021626099998684367,0.021626099998684367,0.8079748000000109,space,0.7696273999990808,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Walk,N,Table,1,1,0,space,3.2727928000003885,None,,,,0,1,1,1,,,,,0.8200299999989511,,0.8121360999994067,0.8200299999989511,0.8200299999989511,4.103140599998369,space,3.2727928000003885,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Hopeful,E,Guilty,2,2,0,space,2.364757400000599,None,,,,0,2,2,2,,,,,4.119132799998624,,4.107841999999437,4.119132799998624,4.119132799998624,6.487112499999057,space,2.364757400000599,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Bridge,N,Spoon,3,3,0,space,1.6308294999998907,None,,,,0,3,3,3,,,,,6.50182279999899,,6.495549399998708,6.50182279999899,6.50182279999899,8.136443999999756,space,1.6308294999998907,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Amused,E,Happy ,4,4,0,space,2.655423199999859,None,,,,0,4,4,4,,,,,8.15159820000008,,8.142963799999052,8.15159820000008,8.15159820000008,10.819576699999743,space,2.655423199999859,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Speak,N,Pencil,5,5,0,space,1.4090054999996937,None,,,,0,5,5,5,,,,,10.834595799999079,,10.824634599999627,10.834595799999079,10.834595799999079,12.252987799998664,space,1.4090054999996937,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Sad,E,Love,6,6,0,space,1.4961727999998402,None,,,,0,6,6,6,,,,,12.269032499998502,,12.255766199999925,12.269032499998502,12.269032499998502,13.769235599998865,space,1.4961727999998402,None,,,,,,,,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.769376499998543,13.784239299999172,13.784239299999172,30.167459099999178,space,16.38049519999913,None,,,,,,,,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Grateful ,E,Proud ,0,0,0,,,,space,3.1790877000003093,None,,,,,0,0,0,0,30.182243699999162,,,,,,,,,,,,,,,,30.177832199999102,30.182243699999162,30.182243699999162,33.366290500000105,space,3.1790877000003093,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Walk,N,Table,1,1,0,,,,space,0.6000445999998192,None,,,,,0,1,1,1,33.3813212999994,,,,,,,,,,,,,,,,33.37112949999937,33.3813212999994,33.3813212999994,33.98388469999918,space,0.6000445999998192,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Hopeful,E,Guilty,2,2,0,,,,space,2.3001119999989896,None,,,,,0,2,2,2,33.99802289999934,,,,,,,,,,,,,,,,33.988552199998594,33.99802289999934,33.99802289999934,36.300694399998974,space,2.3001119999989896,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Bridge,N,Spoon,3,3,0,,,,space,0.9565853999993124,None,,,,,0,3,3,3,36.314795199999935,,,,,,,,,,,,,,,,36.306433699999616,36.314795199999935,36.314795199999935,37.28322819999994,space,0.9565853999993124,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Amused,E,Happy ,4,4,0,,,,space,2.111810799999148,None,,,,,0,4,4,4,37.29826289999983,,,,,,,,,,,,,,,,37.28793979999864,37.29826289999983,37.29826289999983,39.41572939999969,space,2.111810799999148,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Speak,N,Pencil,5,5,0,,,,space,1.6497497000000294,None,,,,,0,5,5,5,39.43113159999848,,,,,,,,,,,,,,,,39.42083739999907,39.43113159999848,39.43113159999848,41.08349579999958,space,1.6497497000000294,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
Sad,E,Love,6,6,0,,,,space,3.3197341000013694,None,,,,,0,6,6,6,41.097763899999336,,,,,,,,,,,,,,,,41.09006169999884,41.097763899999336,41.097763899999336,44.431530799998654,space,3.3197341000013694,None,P8,001,2025-04-16_19h11.11.203,emotion_nonemotion,2024.2.1post4,60.07019803340988,2025-04-16 19h11.20.989210 +0530,
