11.3763 	INFO 	Loaded monitor calibration from ['2024_08_09 11:30']
11.3845 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
11.7005 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA71F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7040>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001ED6BD747C0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.7006 	EXP 	window1: backgroundImage = ''
11.7006 	EXP 	window1: backgroundFit = 'none'
11.7008 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7010 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7032 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7040 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7473 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7474 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7482 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7488 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001ED6BCA7370>
11.7888 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.7888 	EXP 	window1: recordFrameIntervals = False
11.9315 	EXP 	window1: recordFrameIntervals = True
12.1152 	EXP 	Screen (0) actual frame rate measured at 59.91Hz
12.1153 	EXP 	window1: recordFrameIntervals = False
12.1156 	EXP 	window1: mouseVisible = False
13.8987 	INFO 	keyboard.Keyboard is using iohub backend.
13.8987 	INFO 	keyboard.Keyboard is using iohub backend.
13.8987 	INFO 	keyboard.Keyboard is using iohub backend.
13.8988 	INFO 	keyboard.Keyboard is using iohub backend.
13.8988 	EXP 	emotion_nonemotion: status = STARTED
13.8990 	EXP 	window1: mouseVisible = False
13.9248 	EXP 	Created stimuli = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='stimuli', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.9249 	EXP 	window1: mouseVisible = False
13.9751 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.9752 	EXP 	window1: mouseVisible = False
13.9760 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0109 	EXP 	Imported conditions_EN.xlsx as conditions, 7 conditions, 4 params
0.0112 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'S1': 'Grateful ', 'E_N': 'E', 'S2': 'Proud ', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0192 	EXP 	stimuli: height = 0.06
0.0192 	EXP 	stimuli: height = 0.06
0.0192 	EXP 	stimuli: height = 0.06
0.0192 	EXP 	stimuli: text = 'Grateful '
0.0192 	EXP 	stimuli: autoDraw = True
3.2436 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'S1': 'Walk', 'E_N': 'N', 'S2': 'Table', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.2483 	DATA 	Keypress: space
3.2541 	EXP 	stimuli: autoDraw = False
3.2541 	EXP 	stimuli: height = 0.06
3.2541 	EXP 	stimuli: height = 0.06
3.2541 	EXP 	stimuli: height = 0.06
3.2541 	EXP 	stimuli: text = 'Walk'
3.2541 	EXP 	stimuli: autoDraw = True
4.4719 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'S1': 'Hopeful', 'E_N': 'E', 'S2': 'Guilty', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
4.4772 	DATA 	Keypress: space
4.4875 	EXP 	stimuli: autoDraw = False
4.4875 	EXP 	stimuli: height = 0.06
4.4875 	EXP 	stimuli: height = 0.06
4.4875 	EXP 	stimuli: height = 0.06
