6.6189 	INFO 	Loaded monitor calibration from ['2024_08_09 11:30']
6.6382 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.0694 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024976277280>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024976277220>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024976277070>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000249763447F0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0696 	EXP 	window1: backgroundImage = ''
7.0696 	EXP 	window1: backgroundFit = 'none'
7.0700 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.0704 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.0743 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.0758 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.1239 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.1240 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.1248 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.1254 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000249762773A0>
7.1580 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.1581 	EXP 	window1: recordFrameIntervals = False
7.2968 	EXP 	window1: recordFrameIntervals = True
7.4803 	EXP 	Screen (0) actual frame rate measured at 60.12Hz
7.4803 	EXP 	window1: recordFrameIntervals = False
7.4805 	EXP 	window1: mouseVisible = False
8.9616 	INFO 	keyboard.Keyboard is using iohub backend.
8.9617 	INFO 	keyboard.Keyboard is using iohub backend.
8.9617 	INFO 	keyboard.Keyboard is using iohub backend.
8.9618 	INFO 	keyboard.Keyboard is using iohub backend.
8.9618 	EXP 	emotion_nonemotion: status = STARTED
8.9622 	EXP 	window1: mouseVisible = False
8.9784 	EXP 	Created stimuli = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='stimuli', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.9785 	EXP 	window1: mouseVisible = False
9.0212 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0213 	EXP 	window1: mouseVisible = False
9.0220 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0088 	EXP 	Imported conditions_EN.xlsx as conditions, 7 conditions, 4 params
0.0091 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'S1': 'Grateful ', 'E_N': 'E', 'S2': 'Proud ', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0196 	EXP 	stimuli: height = 0.06
0.0196 	EXP 	stimuli: height = 0.06
0.0196 	EXP 	stimuli: height = 0.06
0.0196 	EXP 	stimuli: text = 'Grateful '
0.0196 	EXP 	stimuli: autoDraw = True
0.9807 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'S1': 'Walk', 'E_N': 'N', 'S2': 'Table', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
0.9868 	DATA 	Keypress: space
0.9907 	EXP 	stimuli: autoDraw = False
0.9907 	EXP 	stimuli: height = 0.06
0.9907 	EXP 	stimuli: height = 0.06
0.9907 	EXP 	stimuli: height = 0.06
0.9907 	EXP 	stimuli: text = 'Walk'
0.9907 	EXP 	stimuli: autoDraw = True
2.4918 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'S1': 'Hopeful', 'E_N': 'E', 'S2': 'Guilty', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
2.4961 	DATA 	Keypress: space
2.5074 	EXP 	stimuli: autoDraw = False
2.5074 	EXP 	stimuli: height = 0.06
2.5074 	EXP 	stimuli: height = 0.06
2.5074 	EXP 	stimuli: height = 0.06
2.5074 	EXP 	stimuli: text = 'Hopeful'
2.5074 	EXP 	stimuli: autoDraw = True
4.5433 	DATA 	Mouse: Left button down, pos=(855,354)
4.7771 	DATA 	Mouse:  Left button up, pos=(855,354)
5.7589 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'S1': 'Bridge', 'E_N': 'N', 'S2': 'Spoon', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
5.7664 	DATA 	Keypress: space
5.7734 	EXP 	stimuli: autoDraw = False
5.7734 	EXP 	stimuli: height = 0.06
5.7734 	EXP 	stimuli: height = 0.06
5.7734 	EXP 	stimuli: height = 0.06
5.7734 	EXP 	stimuli: text = 'Bridge'
5.7734 	EXP 	stimuli: autoDraw = True
8.2924 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'S1': 'Amused', 'E_N': 'E', 'S2': 'Happy ', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
8.3017 	DATA 	Keypress: space
8.3066 	EXP 	stimuli: autoDraw = False
8.3066 	EXP 	stimuli: height = 0.06
8.3066 	EXP 	stimuli: height = 0.06
8.3066 	EXP 	stimuli: height = 0.06
8.3066 	EXP 	stimuli: text = 'Amused'
