S1,E_N,S2,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,stimuli.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,pause.started,text.started,key_resp_2.started,pause.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_2.started,text_2.started,key_resp_3.started,trial_2.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Grateful ,E,Proud ,0,0,0,space,0.4660948000000644,None,,,,0,0,0,0,,,,,0.023395100000925595,,0.01892050000060408,0.023395100000925595,0.023395100000925595,0.49866670000119484,space,0.4660948000000644,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Walk,N,Table,1,1,0,space,1.351823400000285,None,,,,0,1,1,1,,,,,0.5106658000004245,,0.5039364000003843,0.5106658000004245,0.5106658000004245,1.878811800001131,space,1.351823400000285,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Hopeful,E,Guilty,2,2,0,space,2.6154612000009365,None,,,,0,2,2,2,,,,,1.8932629999999335,,1.8874432000011439,1.8932629999999335,1.8932629999999335,4.512227500001245,space,2.6154612000009365,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Bridge,N,Spoon,3,3,0,space,1.8874075999992783,None,,,,0,3,3,3,,,,,4.527209600000788,,4.517171100000269,4.527209600000788,4.527209600000788,6.428193600000668,space,1.8874075999992783,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Amused,E,Happy ,4,4,0,space,1.161460299999817,None,,,,0,4,4,4,,,,,6.443505799999912,,6.435651800000414,6.443505799999912,6.443505799999912,7.611843900000167,space,1.161460299999817,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Speak,N,Pencil,5,5,0,space,1.826358899999832,None,,,,0,5,5,5,,,,,7.625844000000143,,7.617407600000661,7.625844000000143,7.625844000000143,9.460811200000535,space,1.826358899999832,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Sad,E,Love,6,6,0,space,1.8162935999989713,None,,,,0,6,6,6,,,,,9.475704600001336,,9.463475900000049,9.475704600001336,9.475704600001336,11.29387670000142,space,1.8162935999989713,None,,,,,,,,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.294009299999743,11.309039499999926,11.309039499999926,17.04373570000098,space,5.716983500000424,None,,,,,,,,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Grateful ,E,Proud ,0,0,0,,,,space,1.1465446000001975,None,,,,,0,0,0,0,17.05944129999989,,,,,,,,,,,,,,,,17.055840900000476,17.05944129999989,17.05944129999989,18.20978009999999,space,1.1465446000001975,None,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
Walk,N,Table,1,1,0,,,,space,1.4000786000015069,None,,,,,0,1,1,1,18.224899200000436,,,,,,,,,,,,,,,,18.214489400001185,18.224899200000436,18.224899200000436,19.628075000000536,space,1.4000786000015069,None,P5,001,2025-04-16_18h50.11.333,emotion_nonemotion,2024.2.1post4,59.850171081766945,2025-04-16 18h50.19.844254 +0530,
