stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
87,0.5,8.0,98.07886989996769,,98.063669399824,98.07886989996769,98.57828019978479,98.57828019978479,98.57828019978479,98.879480100004,99.19652899983339,1,0.6052633000072092,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
88,0.5,8.0,99.21197759988718,,99.19662850000896,99.21197759988718,99.71164230001159,99.71164230001159,99.71164230001159,100.01230910001323,100.11247539985925,1,0.38729179999791086,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
89,0.5,8.0,100.12868829979561,,100.11257669981569,100.12868829979561,100.62801299989223,100.62801299989223,100.64501969981939,100.92813269980252,100.94695489993319,1,0.31450399989262223,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
90,0.5,7.5,100.9612815999426,,100.94705349998549,100.9612815999426,101.46185029996559,101.46185029996559,101.46185029996559,101.762206699932,102.14566249982454,1,0.6694336999207735,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
91,0.5,7.5,102.16106289997697,,102.1457628000062,102.16106289997697,102.66254259995185,102.66254259995185,102.66254259995185,102.97736539994366,103.31154909986071,1,0.6402217000722885,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
92,0.5,7.5,103.32727959984913,,103.31161939981394,103.32727959984913,103.81086199986748,103.81086199986748,103.82878330000676,104.11115739983507,104.38011539983563,1,0.5652442001737654,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
93,0.5,7.0,104.39439259981737,,104.38021109998226,104.39439259981737,104.89498699991964,104.89498699991964,104.89498699991964,105.19485189998522,105.49639269988984,1,0.5864903000183403,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
94,0.5,7.0,105.51151929982007,,105.49654059996828,105.51151929982007,106.01112009980716,106.01112009980716,106.01112009980716,106.31104349996895,106.34770349995233,1,0.33514030021615326,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
95,0.5,7.0,106.36032999982126,,106.34783299989067,106.36032999982126,106.86112099979073,106.86112099979073,106.86112099979073,107.161730799824,107.18103109998628,1,0.31858760002069175,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
96,0.5,6.5,107.19362299982458,,107.18112679990008,107.19362299982458,107.69517389987595,107.69517389987595,107.69517389987595,107.99423539987765,108.02853029989637,1,0.31894399994052947,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
97,0.5,6.5,108.04392789979465,,108.02862979983911,108.04392789979465,108.54377869982272,108.54377869982272,108.54377869982272,108.8435457998421,108.82785969995894,1,0.2711829000618309,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
98,0.5,6.5,108.8435457998421,,108.82797519979067,108.8435457998421,109.32708019996062,109.32708019996062,109.34479999984615,,109.4284548999276,0,0.0952806998975575,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
99,0.5,7.0,109.44413829990663,,109.42854749993421,109.44413829990663,109.94405809999444,109.94405809999444,109.94405809999444,110.24475159985013,110.7960141999647,0,0.8470797999761999,015533,001,2024-09-12_23h34.15.814,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h34.22.902793 +0530,
