stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,2,10.0,0.03363839990925044,,0.016468399902805686,0.03363839990925044,0.5177680999040604,0.5177680999040604,0.5346402999712154,0.8180337999947369,1.4749840999720618,1,0.9476146000670269,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
1,2,8.0,1.484025999903679,,1.4750910999719054,1.484025999903679,1.9857339999871328,1.9857339999871328,1.9857339999871328,2.2845562999136746,2.6361010998953134,1,0.6469339999603108,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
2,2,6.0,2.650689599919133,,2.636173599981703,2.650689599919133,3.15261239989195,3.15261239989195,3.15261239989195,3.467060299939476,3.7186261999886483,1,0.5591436000540853,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
3,2,4.0,3.733850899967365,,3.7186990999616683,3.733850899967365,4.234273499925621,4.234273499925621,4.234273499925621,4.5346919998992234,4.770263099926524,1,0.5313041999470443,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
4,1,2.0,4.783621799899265,,4.770385299925692,4.783621799899265,5.283555799978785,5.283555799978785,5.283555799978785,5.58498879999388,5.686299899942242,0,0.3918963000178337,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
5,1,3.0,5.701103299972601,,5.686415799893439,5.701103299972601,6.201348399976268,6.201348399976268,6.201348399976268,6.501623599906452,6.736300999997184,1,0.527497399947606,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
6,1,3.0,6.750947099993937,,6.736417799955234,6.750947099993937,7.251349999918602,7.251349999918602,7.251349999918602,7.566373699926771,27.06530889996793,0,19.81031849991996,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
7,1,4.0,27.08094309992157,,27.065382699947804,27.08094309992157,27.565251699998043,27.565251699998043,27.581902999896556,27.880154299899004,28.131811499944888,1,0.5611719000153244,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
8,1,4.0,28.147261799895205,,28.13188379991334,28.147261799895205,28.6309053999139,28.6309053999139,28.647291599889286,28.9307955999393,29.11553389998153,1,0.470774499932304,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
9,1,4.0,29.130769899929874,,29.115647899918258,29.130769899929874,29.614887399948202,29.614887399948202,29.631328999996185,29.91436799999792,30.11405729991384,1,0.4898016999941319,149268,001,2024-09-06_12h18.58.639,Adaptive_Staircase,2024.1.5,None,2024-09-06 12h19.02.891853 +0530,
