stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,0.5,16.5,51.4900221999269,,51.47537610004656,51.4900221999269,51.989936399972066,51.989936399972066,51.989936399972066,,52.108713099965826,0,0.10434349998831749,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
41,0.5,17.0,52.12313810014166,,52.10884530004114,52.12313810014166,52.62333000008948,52.62333000008948,52.62333000008948,,52.75859969994053,0,0.11854209983721375,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
42,0.5,17.5,52.77322169998661,,52.7587315000128,52.77322169998661,53.27581120003015,53.27581120003015,53.27581120003015,,53.42496019997634,1,0.13606649986468256,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
43,0.5,17.5,53.439798899926245,,53.42508940002881,53.439798899926245,53.93957970011979,53.93957970011979,53.93957970011979,,54.125909300055355,1,0.18337170011363924,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
44,0.5,17.5,54.14011380006559,,54.12608850002289,54.14011380006559,54.64013290009461,54.64013290009461,54.64013290009461,,54.77369760000147,0,0.11809480004012585,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
45,0.5,18.0,54.789655399974436,,54.773798800073564,54.789655399974436,55.272969000041485,55.272969000041485,55.2899722000584,,55.45660510007292,0,0.17414719983935356,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
46,0.5,18.5,55.47189339995384,,55.45668400009163,55.47189339995384,55.95616820012219,55.95616820012219,55.972828099969774,,56.091383800143376,0,0.12368560000322759,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
47,0.5,19.0,56.10631820000708,,56.09151550009847,56.10631820000708,56.606237299973145,56.606237299973145,56.606237299973145,,56.741287500131875,1,0.12908290000632405,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
48,0.5,19.0,56.756072300020605,,56.741414699936286,56.756072300020605,57.25593139999546,57.25593139999546,57.25593139999546,,57.376160399988294,0,0.11766070011071861,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
49,0.5,19.5,57.38928320002742,,57.376293200068176,57.38928320002742,57.88926839991473,57.88926839991473,57.88926839991473,,58.05788190010935,0,0.15776070021092892,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
50,0.5,20.0,58.07226109993644,,58.05801509995945,58.07226109993644,58.57236839993857,58.57236839993857,58.57236839993857,,58.69110670010559,0,0.10529900016263127,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
51,0.5,20.0,58.70643080002628,,58.69124040007591,58.70643080002628,59.205546099925414,59.205546099925414,59.205546099925414,,59.3744109000545,1,0.15972510003484786,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
52,0.5,20.0,59.388971199980006,,59.37453750008717,59.388971199980006,59.8887332000304,59.8887332000304,59.8887332000304,,60.04090510006063,1,0.13572110002860427,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
53,0.5,20.0,60.055664099985734,,60.041035200003535,60.055664099985734,60.55555419996381,60.55555419996381,60.55555419996381,,60.6408774999436,1,0.07203639997169375,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
54,0.5,19.5,60.65544160013087,,60.64101110002957,60.65544160013087,61.154758099932224,61.154758099932224,61.154758099932224,,61.22408040007576,1,0.06073989998549223,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
55,0.5,19.5,61.238792000105605,,61.224227299913764,61.238792000105605,61.7384250999894,61.7384250999894,61.7384250999894,,61.858704400015995,0,0.11796599999070168,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
56,0.5,20.0,61.87205379991792,,61.85883520008065,61.87205379991792,62.37183260009624,62.37183260009624,62.37183260009624,,62.45719709992409,1,0.07051200000569224,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
57,0.5,20.0,62.47191740013659,,62.45732420007698,62.47191740013659,62.97183359996416,62.97183359996416,62.97183359996416,,63.107498000143096,0,0.12223310000263155,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
58,0.5,20.0,63.12226560013369,,63.10763179999776,63.12226560013369,63.62177369999699,63.62177369999699,63.62177369999699,,63.64043439994566,0,0.005465399939566851,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
59,0.5,20.0,63.655286099994555,,63.64056670013815,63.655286099994555,64.15452779992484,64.15452779992484,64.15452779992484,,64.20637989998795,1,0.048733299830928445,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
60,0.5,20.0,64.22206549998373,,64.20647360011935,64.22206549998373,64.72132389992476,64.72132389992476,64.72132389992476,,64.80687230010517,0,0.077583699952811,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
61,0.5,20.0,64.82162300008349,,64.80700389994308,64.82162300008349,65.32147720013745,65.32147720013745,65.32147720013745,,65.40817770012654,1,0.08269229996949434,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
62,0.5,20.0,65.42149790003896,,65.40830309991725,65.42149790003896,65.9212740000803,65.9212740000803,65.9212740000803,,66.07373970001936,1,0.14189490000717342,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
