stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,2,10.0,0.06309330021031201,,0.013994300039485097,0.06309330021031201,0.5647835000418127,0.5647835000418127,0.5809154000598937,0.8645737001206726,6.179794300114736,1,5.544355399906635,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
1,2,8.0,6.19534600013867,,6.1799507001414895,6.19534600013867,6.680702800163999,6.680702800163999,6.6971660000272095,6.980511800153181,9.381445900071412,1,2.6857507000677288,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
2,1,6.0,9.397318600211293,,9.381580500165,9.397318600211293,9.896542200120166,9.896542200120166,9.896542200120166,10.19690900016576,12.664469900075346,0,2.7571199000813067,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
3,1,7.0,12.679184200009331,,12.664545100182295,12.679184200009331,13.17994250007905,13.17994250007905,13.17994250007905,13.479719900060445,19.131005000090227,0,5.935123800067231,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
4,1,8.0,19.145716200117022,,19.13114140019752,19.145716200117022,19.645543800201267,19.645543800201267,19.645543800201267,19.945758500136435,19.94765290012583,1,0.29239619988948107,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
5,1,8.0,19.96244790009223,,19.947780900169164,19.96244790009223,20.462147100130096,20.462147100130096,20.462147100130096,,20.580865500029176,1,0.1134691999759525,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
6,1,8.0,20.595845100004226,,20.580986100016162,20.595845100004226,21.09522630018182,21.09522630018182,21.09522630018182,21.39508180017583,21.480810100212693,1,0.371018499834463,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
7,1,7.0,21.495606100186706,,21.480943700065836,21.495606100186706,21.995045500108972,21.995045500108972,21.995045500108972,,22.130982200149447,1,0.12739460007287562,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
8,0.5,7.0,22.14529770007357,,22.131107800174505,22.14529770007357,22.645604600198567,22.645604600198567,22.645604600198567,22.946275199996307,22.964137200033292,0,0.3042822000570595,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
9,0.5,7.5,22.979243400041014,,22.964273100020364,22.979243400041014,23.478576000081375,23.478576000081375,23.478576000081375,,23.698460400104523,0,0.2169131999835372,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
10,0.5,8.0,23.711854099994525,,23.698688400210813,23.711854099994525,24.211544200079516,24.211544200079516,24.211544200079516,,24.39758830005303,1,0.1761630999390036,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
11,0.5,8.0,24.412216400029138,,24.397715700091794,24.412216400029138,24.911950300214812,24.911950300214812,24.911950300214812,,25.130518299993128,0,0.21617309981957078,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
12,0.5,8.5,25.14482880011201,,25.130922000156716,25.14482880011201,25.64469650015235,25.64469650015235,25.64469650015235,,25.831015800125897,1,0.18134810007177293,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
13,0.5,8.5,25.845114500029013,,25.831142000155523,25.845114500029013,26.343908600043505,26.343908600043505,26.360601200023666,,26.514112800126895,1,0.1659588001202792,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
14,0.5,8.5,26.528850100003183,,26.514239800162613,26.528850100003183,27.028260000050068,27.028260000050068,27.028260000050068,,27.163315100129694,0,0.12436149991117418,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
15,0.5,9.0,27.17781380005181,,27.163445600075647,27.17781380005181,27.677929600002244,27.677929600002244,27.677929600002244,,27.796978800091892,1,0.10320280003361404,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
16,0.5,9.0,27.8112770000007,,27.797107400139794,27.8112770000007,28.3120421001222,28.3120421001222,28.3120421001222,,28.430290900170803,0,0.10111609986051917,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
17,0.5,9.5,28.444844800047576,,28.430421099998057,28.444844800047576,28.945305700181052,28.945305700181052,28.945305700181052,,29.06410040007904,1,0.11636859993450344,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
18,0.5,9.5,29.07777460012585,,29.064231400145218,29.07777460012585,29.57818020018749,29.57818020018749,29.57818020018749,,29.69619440007955,1,0.10538950003683567,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
19,0.5,9.5,29.710815000114962,,29.69631960010156,29.710815000114962,30.210731400176883,30.210731400176883,30.210731400176883,,30.296414999989793,1,0.08364959992468357,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
20,0.5,9.0,30.310742000117898,,30.296540500130504,30.310742000117898,30.810807900037616,30.810807900037616,30.810807900037616,31.111100800102577,31.129574100021273,1,0.3092388999648392,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
21,0.5,9.0,31.14401170006022,,31.129724000114948,31.14401170006022,31.64388980017975,31.64388980017975,31.64388980017975,,31.83022220013663,1,0.1814021000172943,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
22,0.5,9.0,31.843905000016093,,31.830345700029284,31.843905000016093,32.34381450014189,32.34381450014189,32.34381450014189,,32.54494890011847,0,0.1991190998815,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
23,0.5,9.5,32.55984490015544,,32.545053500216454,32.55984490015544,33.044005000032485,33.044005000032485,33.06069470010698,,33.245815800037235,0,0.19189990009181201,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
24,0.5,10.0,33.26028800010681,,33.24594270018861,33.26028800010681,33.76035280013457,33.76035280013457,33.76035280013457,,33.91276890016161,0,0.1343433998990804,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
25,0.5,10.5,33.927745500113815,,33.91290110000409,33.927745500113815,34.42747430014424,34.42747430014424,34.42747430014424,,34.57952250004746,1,0.14114409987814724,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
26,0.5,10.5,34.59400190017186,,34.57967050001025,34.59400190017186,35.09336600010283,35.09336600010283,35.09336600010283,,35.22955940011889,0,0.12186499987728894,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
27,0.5,11.0,35.244474000064656,,35.229690100066364,35.244474000064656,35.74536700011231,35.74536700011231,35.74536700011231,,35.91244300012477,0,0.15641100006178021,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
28,0.5,11.5,35.92692240001634,,35.912668800214306,35.92692240001634,36.426855500089005,36.426855500089005,36.426855500089005,,36.595720200100914,1,0.1560353001113981,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
29,0.5,11.5,36.61057100002654,,36.59584730002098,36.61057100002654,37.110198999987915,37.110198999987915,37.110198999987915,,37.296020000008866,0,0.17128119990229607,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
30,0.5,12.0,37.3104165000841,,37.29614880005829,37.3104165000841,37.81007940019481,37.81007940019481,37.81007940019481,,37.99550990015268,0,0.17681020009331405,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
31,0.5,12.5,38.010154800023884,,37.99564010021277,38.010154800023884,38.51052100001834,38.51052100001834,38.51052100001834,,38.67886280012317,1,0.15570359979756176,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
32,0.5,12.5,38.69350580009632,,38.67898830003105,38.69350580009632,39.192419400205836,39.192419400205836,39.20912850019522,,39.328709500143304,0,0.13138969987630844,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
33,0.5,13.0,39.343938200036064,,39.328840400092304,39.343938200036064,39.84358470002189,39.84358470002189,39.84358470002189,,39.92862350004725,1,0.0763451000675559,301273,001,2024-09-12_20h21.02.101,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h21.11.405010 +0530,
