stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
33,0.5,1.0,40.825984800001606,,40.810831299982965,40.825984800001606,41.31022910005413,41.31022910005413,41.32735360017978,41.62597420020029,42.34541509998962,1,1.0325198001228273,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
34,0.5,1.0,42.35941520007327,,42.34551280015148,42.35941520007327,42.86001990013756,42.86001990013756,42.86001990013756,43.16016720002517,43.5101724001579,1,0.6451590000651777,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
35,0.5,1.0,43.52562700002454,,43.51026420015842,43.52562700002454,44.02610750007443,44.02610750007443,44.02610750007443,44.32625850010663,44.87681380007416,1,0.8363832999020815,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
36,0.5,1.0,44.892526800045744,,44.87689310009591,44.892526800045744,45.392068000044674,45.392068000044674,45.392068000044674,45.69320089998655,45.859965400071815,1,0.45962660014629364,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
37,0.5,1.0,45.87473000003956,,45.860051200026646,45.87473000003956,46.35898480005562,46.35898480005562,46.3758748001419,46.659459500107914,46.826931999996305,1,0.462214200058952,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
38,0.5,1.0,46.84212870011106,,46.82701770006679,46.84212870011106,47.34239860018715,47.34239860018715,47.34239860018715,47.64263999997638,48.42486950010061,0,1.068415000103414,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
39,0.5,1.5,48.44079160015099,,48.42493070010096,48.44079160015099,48.92515920009464,48.92515920009464,48.94208260020241,49.22584720002487,49.377777700079605,0,0.445482200011611,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
40,0.5,2.0,49.39274720009416,,49.37789850006811,49.39274720009416,49.892572700046,49.892572700046,49.892572700046,50.19232870009728,50.4594434001483,0,0.5558268998283893,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
41,0.5,2.5,50.47542869998142,,50.45954459998757,50.47542869998142,50.97487040003762,50.97487040003762,50.97487040003762,51.27512910007499,51.74204200017266,0,0.7555370999034494,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
42,0.5,3.0,51.75729149999097,,51.74212060007267,51.75729149999097,52.25801480002701,52.25801480002701,52.25801480002701,52.558105800068006,54.593425899976864,0,2.3314147999044508,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
43,0.5,3.5,54.608919700141996,,54.59352140012197,54.608919700141996,55.10840730019845,55.10840730019845,55.12462460016832,55.40856040013023,56.00900010019541,1,0.8858423000201583,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
44,0.5,3.5,56.024638100061566,,56.009086600039154,56.024638100061566,56.52422780008055,56.52422780008055,56.52422780008055,56.82475390005857,57.65904649998993,1,1.1216448999475688,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
45,0.5,3.5,57.6751562000718,,57.659138000104576,57.6751562000718,58.17403130000457,58.17403130000457,58.19080850016326,58.47387810004875,58.82663050014526,1,0.6403721000533551,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
46,0.5,3.0,58.84137720009312,,58.82675930019468,58.84137720009312,59.34119930001907,59.34119930001907,59.34119930001907,59.64105370012112,59.94470940018073,1,0.6004863998387009,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
47,0.5,3.0,59.957658500177786,,59.94486010004766,59.957658500177786,60.45755900000222,60.45755900000222,60.45755900000222,60.757344000041485,61.20934629999101,1,0.7494537001475692,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
48,0.5,3.0,61.22325920010917,,61.20942059997469,61.22325920010917,61.724382100161165,61.724382100161165,61.724382100161165,62.040410900022835,62.3914605001919,1,0.6620010000187904,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
49,0.5,2.5,62.40653410018422,,62.39155420009047,62.40653410018422,62.9076490001753,62.9076490001753,62.9076490001753,63.20714520011097,63.85873810015619,1,0.9497117998544127,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
50,0.5,2.5,63.872688699979335,,63.85886000003666,63.872688699979335,64.37379990005866,64.37379990005866,64.37379990005866,64.67386380000971,64.87433740007691,1,0.4954382998403162,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
51,0.5,2.5,64.88994760019705,,64.87441430008039,64.88994760019705,65.39023940009065,65.39023940009065,65.39023940009065,65.69020690000616,65.82643240015022,1,0.43274590000510216,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
52,0.5,2.0,65.83954220009036,,65.82653219997883,65.83954220009036,66.3398196999915,66.3398196999915,66.3398196999915,66.64004500000738,66.70604460011236,1,0.35294040013104677,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
53,0.5,2.0,66.72230190015398,,66.70610110019334,66.72230190015398,67.2064944000449,67.2064944000449,67.22237470000982,67.50656140013598,67.97429030016065,1,0.7539032001513988,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
54,0.5,2.0,67.9889607001096,,67.97435030015185,67.9889607001096,68.4889403001871,68.4889403001871,68.4889403001871,68.78910250007175,68.87513100006618,0,0.37695130007341504,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
55,0.5,2.5,68.89006340014748,,68.8752594999969,68.89006340014748,69.38957590004429,69.38957590004429,69.38957590004429,69.68987510004081,70.34044719999656,1,0.9353977998252958,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
56,0.5,2.5,70.35565230017528,,70.34054190013558,70.35565230017528,70.8561301000882,70.8561301000882,70.8561301000882,71.1556049999781,71.80857420014217,1,0.948288599960506,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
57,0.5,2.5,71.82269870000891,,71.80865880008787,71.82269870000891,72.32273000013083,72.32273000013083,72.32273000013083,72.62266870005988,73.00817980011925,1,0.672673000022769,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
58,0.5,2.0,73.02294520009309,,73.00831650011241,73.02294520009309,73.52410360006616,73.52410360006616,73.53946140012704,73.83797380002216,74.05614310014062,1,0.525273600127548,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
59,0.5,2.0,74.07188300020061,,74.05623710015789,74.07188300020061,74.57190249999985,74.57190249999985,74.57190249999985,74.87190210004337,75.04157470003702,1,0.4645287999883294,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
60,0.5,2.0,75.05595110007562,,75.04173690010794,75.05595110007562,75.55565590015613,75.55565590015613,75.55565590015613,75.87216170015745,76.10640310007147,1,0.5492332999128848,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
61,0.5,1.5,76.12103620008565,,76.10646400018595,76.12103620008565,76.6217962000519,76.6217962000519,76.6217962000519,76.92227159999311,77.35555450012907,1,0.7217258999589831,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
62,0.5,1.5,77.37101820018142,,77.35563380015083,77.37101820018142,77.8540766001679,77.8540766001679,77.87089650006965,78.154479800025,78.55583700002171,1,0.6956021999940276,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
63,0.5,1.5,78.57127390010282,,78.55591280013323,78.57127390010282,79.07263420009986,79.07263420009986,79.07263420009986,79.37180920015089,79.70648950012401,1,0.6289305998943746,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
64,0.5,1.0,79.72119570011273,,79.70659650000744,79.72119570011273,80.22144950018264,80.22144950018264,80.22144950018264,80.52226640004665,80.85685790004209,1,0.6263662001583725,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
65,0.5,1.0,80.8710273001343,,80.85694740014151,80.8710273001343,81.37058920017444,81.37058920017444,81.37058920017444,81.6732507001143,82.22193450015038,1,0.8372976998798549,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
66,0.5,1.0,82.23752510012127,,82.22205960005522,82.23752510012127,82.73768770019524,82.73768770019524,82.73768770019524,83.0385971001815,84.52172600012273,0,1.7711877999827266,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
67,0.5,1.5,84.53755070012994,,84.5218148001004,84.53755070012994,85.02149170008488,85.02149170008488,85.0376952001825,85.32032840000466,85.67313440004364,1,0.6427939999848604,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
68,0.5,1.5,85.68811990018003,,85.6732640999835,85.68811990018003,86.18771870015189,86.18771870015189,86.18771870015189,86.48717370000668,86.87108080019243,1,0.6677577001973987,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
69,0.5,1.5,86.88633750006557,,86.8711556000635,86.88633750006557,87.37020340003073,87.37020340003073,87.3875242001377,87.67116190004162,88.00580220017582,1,0.6339390999637544,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
70,0.5,1.0,88.01963880006224,,88.00587840005755,88.01963880006224,88.5199680000078,88.5199680000078,88.5199680000078,88.82080570003018,88.87052260013297,0,0.3408866999670863,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
71,0.5,1.5,88.88604280003347,,88.87060150015168,88.88604280003347,89.3700012001209,89.3700012001209,89.3862572000362,89.67006280017085,90.22076210007071,1,0.8373248998541385,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
72,0.5,1.5,90.23609770019539,,90.22085170005448,90.23609770019539,90.7370645001065,90.7370645001065,90.7370645001065,91.03715370013379,91.62127360003069,0,0.876414000056684,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
73,0.5,2.0,91.636399500072,,91.62140210019425,91.636399500072,92.12074140016921,92.12074140016921,92.13723860005848,92.41979090007953,92.87384980008937,1,0.7487073000520468,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
74,0.5,2.0,92.88705280004069,,92.87394610000774,92.88705280004069,93.38591459998861,93.38591459998861,93.40272970008664,93.68709220015444,94.02035130001605,1,0.6287159000057727,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
75,0.5,2.0,94.03649760014378,,94.02044680016115,94.03649760014378,94.53687780001201,94.53687780001201,94.53687780001201,94.83668790012598,95.67058360017836,1,1.1232763999141753,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
76,0.5,1.5,95.68586369999684,,95.67067010002211,95.68586369999684,96.18575020018034,96.18575020018034,96.18575020018034,96.48591560008936,96.7868815001566,0,0.5912632001563907,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
77,0.5,2.0,96.80216810014099,,96.7870005001314,96.80216810014099,97.28578300005756,97.28578300005756,97.30247480003163,97.58586690016091,97.86908580013551,0,0.5773261000867933,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
78,0.5,2.5,97.8851279001683,,97.86917810002342,97.8851279001683,98.36865050019696,98.36865050019696,98.38534370018169,98.6691902000457,98.98657240020111,1,0.6110910000279546,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
79,0.5,2.5,99.0015250002034,,98.9866404000204,99.0015250002034,99.48610600014217,99.48610600014217,99.50277750007808,99.78646309999749,100.06967130000703,1,0.5683933000545949,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
80,0.5,2.5,100.08486190019175,,100.06972969998606,100.08486190019175,100.56945670000277,100.56945670000277,100.58597760018893,100.88541060010903,101.23681050003506,1,0.6588574999477714,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
81,0.5,2.0,101.25160320010036,,101.23689560010098,101.25160320010036,101.75196220004,101.75196220004,101.75196220004,102.05245830002241,102.58761760010384,1,0.8344529999885708,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
82,0.5,2.0,102.60170550015755,,102.58769960002974,102.60170550015755,103.10181730007753,103.10181730007753,103.10181730007753,103.40181870013475,103.85179159999825,1,0.7378465000074357,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
83,0.5,2.0,103.86802330007777,,103.85186569998041,103.86802330007777,104.35168380010873,104.35168380010873,104.36825729999691,104.65230680000968,105.38578640017658,1,1.0306657999753952,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
84,0.5,1.5,105.4007927000057,,105.38586220005527,105.4007927000057,105.90134710003622,105.90134710003622,105.90134710003622,106.20191920013167,106.73623600020073,1,0.8215275001712143,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
85,0.5,1.5,106.75125179998577,,106.73634609999135,106.75125179998577,107.25124670006335,107.25124670006335,107.25124670006335,107.55169000010937,109.11911880015396,0,1.854115700116381,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
86,0.5,2.0,109.13441610010341,,109.11918420018628,109.13441610010341,109.6335962000303,109.6335962000303,109.6335962000303,109.93385370005853,110.58532670000568,1,0.9373536000493914,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
87,0.5,2.0,110.6007535001263,,110.58542460016906,110.6007535001263,111.10077939997427,111.10077939997427,111.10077939997427,111.40066809998825,112.16854980005883,1,1.0595780999865383,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
88,0.5,2.0,112.1833338001743,,112.16864260006696,112.1833338001743,112.68430970003828,112.68430970003828,112.68430970003828,112.98316709999926,113.36772950016893,1,0.6681978998240083,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
89,0.5,1.5,113.38335180003196,,113.36781790014356,113.38335180003196,113.88326550018974,113.88326550018974,113.88326550018974,114.18292300007306,114.55101300007664,0,0.663251900114119,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
90,0.5,2.0,114.56646670005284,,114.55109870014712,114.56646670005284,115.0503756001126,115.0503756001126,115.06730630015954,115.35041060019284,115.7685344000347,1,0.7022891999222338,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
91,0.5,2.0,115.78312690020539,,115.76866489998065,115.78312690020539,116.28421950014308,116.28421950014308,116.28421950014308,116.58393050008453,117.01718159997836,1,0.7285494001116604,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
92,0.5,2.0,117.03232010011561,,117.01726750005037,117.03232010011561,117.51647080015391,117.51647080015391,117.53248769999482,117.8162097001914,118.18345620017499,1,0.6618026001378894,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
93,0.5,1.5,118.19934470020235,,118.18352190009318,118.19934470020235,118.6829620001372,118.6829620001372,118.69980520009995,118.989701700164,119.4686173000373,0,0.7705528999213129,992011,001,2024-09-12_23h38.52.802,Adaptive_Staircase,2024.1.5,None,2024-09-12 23h38.57.135909 +0530,
