thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,[-0.278],[-0.178],[1],[0],[0],[2.8913290998898447],['target'],0,0,0,0,0.05918180011212826,,10,0.038215900072827935,0.05918180011212826,0.05918180011212826,0.037741199834272265,2.930117000127211,[-0.278],[-0.178],[1],[0],[0],[2.8913290998898447],['target'],288809,001,2024-10-03_22h12.34.660,visual_search1,2024.2.1post4,60.113638792312024,2024-10-03 22h12.51.016787 +0530,
1,0,1,[-0.364],[-0.484],[1],[0],[0],[2.4763817000202835],['target'],1,0,1,0,2.9756556001957506,,10,2.953955100150779,2.9756556001957506,2.9756556001957506,0.023634699871763587,5.431147800059989,[-0.364],[-0.484],[1],[0],[0],[2.4763817000202835],['target'],288809,001,2024-10-03_22h12.34.660,visual_search1,2024.2.1post4,60.113638792312024,2024-10-03 22h12.51.016787 +0530,
2,0,2,[-0.136],[0.088],[1],[0],[0],[3.3654364000540227],['target'],2,0,2,0,5.45880480017513,,5,5.445767600089312,5.45880480017513,5.45880480017513,0.014281499898061156,8.811612599994987,[-0.136],[0.088],[1],[0],[0],[3.3654364000540227],['target'],288809,001,2024-10-03_22h12.34.660,visual_search1,2024.2.1post4,60.113638792312024,2024-10-03 22h12.51.016787 +0530,
3,0,3,[0.362],[-0.278],[1],[0],[0],[2.0153049000073224],['target'],3,0,3,0,8.875593099975958,,10,8.844136000145227,8.875593099975958,8.875593099975958,0.0324409999884665,10.86011950019747,[0.362],[-0.278],[1],[0],[0],[2.0153049000073224],['target'],288809,001,2024-10-03_22h12.34.660,visual_search1,2024.2.1post4,60.113638792312024,2024-10-03 22h12.51.016787 +0530,
4,0,4,[0.202],[0.136],[1],[0],[0],[1.6583077001851052],['target'],4,0,4,0,10.907877300167456,,10,10.886362100020051,10.907877300167456,10.907877300167456,0.026059400057420135,12.545472300145775,[0.202],[0.136],[1],[0],[0],[1.6583077001851052],['target'],288809,001,2024-10-03_22h12.34.660,visual_search1,2024.2.1post4,60.113638792312024,2024-10-03 22h12.51.016787 +0530,
