thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,[0.03425925925925926],[0.39351851851851855],[1],[0],[0],[6.593708399916068],[None],0,0,0,0,0.08065569982863963,,10,0.06787679996341467,0.08065569982863963,0.08065569982863963,0.06722870003432035,6.662526099942625,[0.03425925925925926],[0.39351851851851855],[1],[0],[0],[6.593708399916068],[None],312449,001,2024-10-03_22h08.18.238,visual_search1,2024.2.1post4,59.9657715562007,2024-10-03 22h08.24.049364 +0530,
1,0,1,[0.03148148148148148],[-0.49537037037037035],[1],[0],[0],[2.3390897000208497],[None],1,0,1,0,6.709743399871513,,10,6.697780099930242,6.709743399871513,6.709743399871513,0.0348853999748826,9.037423299858347,[0.03148148148148148],[-0.49537037037037035],[1],[0],[0],[2.3390897000208497],[None],312449,001,2024-10-03_22h08.18.238,visual_search1,2024.2.1post4,59.9657715562007,2024-10-03 22h08.24.049364 +0530,
2,0,2,[-0.6342592592592593],[-0.24722222222222223],[1],[0],[0],[2.1763388998806477],[None],2,0,2,0,9.07083519990556,,10,9.060486799804494,9.07083519990556,9.07083519990556,0.02283310005441308,11.237768499879166,[-0.6342592592592593],[-0.24722222222222223],[1],[0],[0],[2.1763388998806477],[None],312449,001,2024-10-03_22h08.18.238,visual_search1,2024.2.1post4,59.9657715562007,2024-10-03 22h08.24.049364 +0530,
3,0,3,[-0.29444444444444445],[-0.30648148148148147],[1],[0],[0],[1.4140972001478076],[None],3,0,3,0,11.262255099834874,,5,11.255317399976775,11.262255099834874,11.262255099834874,0.01723949983716011,12.669929699972272,[-0.29444444444444445],[-0.30648148148148147],[1],[0],[0],[1.4140972001478076],[None],312449,001,2024-10-03_22h08.18.238,visual_search1,2024.2.1post4,59.9657715562007,2024-10-03 22h08.24.049364 +0530,
4,0,4,[-0.2814814814814815],[-0.10555555555555556],[1],[0],[0],[1.308146300027147],[None],4,0,4,0,12.706423199968413,,10,12.695913599804044,12.706423199968413,12.706423199968413,0.025814299937337637,14.004599899984896,[-0.2814814814814815],[-0.10555555555555556],[1],[0],[0],[1.308146300027147],[None],312449,001,2024-10-03_22h08.18.238,visual_search1,2024.2.1post4,59.9657715562007,2024-10-03 22h08.24.049364 +0530,
