thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,[-0.29],[-0.356],[1],[0],[0],[2.53269139979966],['target'],0,0,0,0,0.07341119996272027,,5,0.06041219993494451,0.07341119996272027,0.07341119996272027,0.06005740002728999,2.5937798998784274,[-0.29],[-0.356],[1],[0],[0],[2.53269139979966],['target'],767595,001,2024-10-04_11h01.19.283,visual_search1,2024.2.1post4,60.296611101650605,2024-10-04 11h01.27.315190 +0530,
1,0,1,[-0.16],[-0.486],[1],[0],[0],[2.747160099912435],['target'],1,0,1,0,2.623470399994403,,10,2.611557099968195,2.623470399994403,2.623470399994403,0.017618200043216348,5.3593679999466985,[-0.16],[-0.486],[1],[0],[0],[2.747160099912435],['target'],767595,001,2024-10-04_11h01.19.283,visual_search1,2024.2.1post4,60.296611101650605,2024-10-04 11h01.27.315190 +0530,
2,0,2,[0.168],[0.222],[1],[0],[0],[1.5133326998911798],['target'],2,0,2,0,5.389789300039411,,10,5.3774375999346375,5.389789300039411,5.389789300039411,0.017936900025233626,6.891139700077474,[0.168],[0.222],[1],[0],[0],[1.5133326998911798],['target'],767595,001,2024-10-04_11h01.19.283,visual_search1,2024.2.1post4,60.296611101650605,2024-10-04 11h01.27.315190 +0530,
3,0,3,[0.124],[-0.41],[1],[0],[0],[1.9917118998710066],['target'],3,0,3,0,6.906421500025317,,5,6.900200800038874,6.906421500025317,6.906421500025317,0.008959300117567182,8.892495200037956,[0.124],[-0.41],[1],[0],[0],[1.9917118998710066],['target'],767595,001,2024-10-04_11h01.19.283,visual_search1,2024.2.1post4,60.296611101650605,2024-10-04 11h01.27.315190 +0530,
4,0,4,[-0.21],[-0.4],[1],[0],[0],[1.5051629999652505],['target'],4,0,4,0,8.92238390003331,,5,8.902723199920729,8.92238390003331,8.92238390003331,0.010073300218209624,10.40854229987599,[-0.21],[-0.4],[1],[0],[0],[1.5051629999652505],['target'],767595,001,2024-10-04_11h01.19.283,visual_search1,2024.2.1post4,60.296611101650605,2024-10-04 11h01.27.315190 +0530,
