thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,[0.392],[-0.278],[1],[0],[0],[1.4456319001037627],['target'],0,0,0,0,0.06606189999729395,,10,0.03948630020022392,0.06606189999729395,0.06606189999729395,0.039140200009569526,1.4856116001028568,[0.392],[-0.278],[1],[0],[0],[1.4456319001037627],['target'],611761,001,2024-10-04_11h05.39.734,visual_search1,2024.2.1post4,60.05010579832634,2024-10-04 11h05.43.882208 +0530,
1,0,1,[-0.242],[-0.114],[1],[0],[0],[1.4060668000020087],['target'],1,0,1,0,1.5150642001535743,,5,1.4970993001479656,1.5150642001535743,1.5150642001535743,0.011279200203716755,2.9040163001045585,[-0.242],[-0.114],[1],[0],[0],[1.4060668000020087],['target'],611761,001,2024-10-04_11h05.39.734,visual_search1,2024.2.1post4,60.05010579832634,2024-10-04 11h05.43.882208 +0530,
2,0,2,[0.084],[-0.064],[1],[0],[0],[1.4026034998241812],['target'],2,0,2,0,2.932347900001332,,5,2.915682899998501,2.932347900001332,2.932347900001332,0.011491600191220641,4.319084800081328,[0.084],[-0.064],[1],[0],[0],[1.4026034998241812],['target'],611761,001,2024-10-04_11h05.39.734,visual_search1,2024.2.1post4,60.05010579832634,2024-10-04 11h05.43.882208 +0530,
3,0,3,[0.424],[-0.322],[1],[0],[0],[1.3884995998814702],['target'],3,0,3,0,4.3487631001044065,,5,4.329383400036022,4.3487631001044065,4.3487631001044065,0.010142500046640635,5.71838860004209,[0.424],[-0.322],[1],[0],[0],[1.3884995998814702],['target'],611761,001,2024-10-04_11h05.39.734,visual_search1,2024.2.1post4,60.05010579832634,2024-10-04 11h05.43.882208 +0530,
4,0,4,[-0.28],[0.452],[1],[0],[0],[2.5865813000127673],['target'],4,0,4,0,5.748373200185597,,5,5.7305008000694215,5.748373200185597,5.748373200185597,0.011804499896243215,8.317586100194603,[-0.28],[0.452],[1],[0],[0],[2.5865813000127673],['target'],611761,001,2024-10-04_11h05.39.734,visual_search1,2024.2.1post4,60.05010579832634,2024-10-04 11h05.43.882208 +0530,
