thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
104,0,104,[0.034],[0.164],[1],[0],[0],[2.292303000111133],['target'],104,0,104,0,220.85115129989572,,5,220.8287166999653,220.85115129989572,220.85115129989572,0.008328699972480536,223.1217340999283,[0.034],[0.164],[1],[0],[0],[2.292303000111133],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
105,0,105,[0.434],[-0.142],[1],[0],[0],[1.8791104999836534],['target'],105,0,105,0,223.15133720007725,,10,223.14060520008206,223.15133720007725,223.15133720007725,0.018670500023290515,225.020134099992,[0.434],[-0.142],[1],[0],[0],[1.8791104999836534],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
106,0,106,[-0.302],[0.222],[1],[0],[0],[1.590250600129366],['target'],106,0,106,0,225.05090159992687,,5,225.02903490001336,225.05090159992687,225.05090159992687,0.008715900126844645,226.61961960000917,[-0.302],[0.222],[1],[0],[0],[1.590250600129366],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
107,0,107,[0.07],[-0.444],[1],[0],[0],[2.4812566000036895],['target'],107,0,107,0,226.6509865000844,,10,226.63757169991732,226.6509865000844,226.6509865000844,0.01786690019071102,229.11914690001868,[0.07],[-0.444],[1],[0],[0],[2.4812566000036895],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
108,0,108,[0.046],[-0.088],[1],[0],[0],[1.7476268999744207],['target'],108,0,108,0,229.16724209999666,,10,229.13923040009104,229.16724209999666,229.16724209999666,0.019983100006356835,230.88746170001104,[0.046],[-0.088],[1],[0],[0],[1.7476268999744207],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
109,0,109,[0.412],[0.108],[1],[0],[0],[1.7177291999105364],['target'],109,0,109,0,230.91706830007024,,5,230.9026162000373,230.91706830007024,230.91706830007024,0.014956300146877766,232.6209676999133,[0.412],[0.108],[1],[0],[0],[1.7177291999105364],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
110,0,110,[0.434],[0.124],[1],[0],[0],[1.9029403999447823],['target'],110,0,110,0,232.65061119990423,,5,232.63159410003573,232.65061119990423,232.65061119990423,0.010438600089401007,234.534906799905,[0.434],[0.124],[1],[0],[0],[1.9029403999447823],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
111,0,111,[-0.172],[-0.148],[1],[0],[0],[1.5414617001079023],['target'],111,0,111,0,234.56631930009462,,5,234.54410930001177,234.56631930009462,234.56631930009462,0.009112800005823374,236.08613339997828,[-0.172],[-0.148],[1],[0],[0],[1.5414617001079023],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
112,0,112,[0.426],[0.02],[1],[0],[0],[1.7722287001088262],['target'],112,0,112,0,236.1161454000976,,5,236.0972515998874,236.1161454000976,236.1161454000976,0.010912099853157997,237.87017789995298,[0.426],[0.02],[1],[0],[0],[1.7722287001088262],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
113,0,113,[-0.19],[-0.104],[1],[0],[0],[1.5936827000696212],['target'],113,0,113,0,237.9165058999788,,10,237.89133809995838,237.9165058999788,237.9165058999788,0.020999599946662784,239.48583459993824,[-0.19],[-0.104],[1],[0],[0],[1.5936827000696212],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
114,0,114,[0.076],[-0.444],[1],[0],[0],[2.470250600017607],['target'],114,0,114,0,239.5161073000636,,5,239.49714069999754,239.5161073000636,239.5161073000636,0.011076400056481361,241.96778930001892,[0.076],[-0.444],[1],[0],[0],[2.470250600017607],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
115,0,115,[-0.072],[0.214],[1],[0],[0],[2.508208299987018],['target'],115,0,115,0,241.99855930008925,,5,241.97788550006226,241.99855930008925,241.99855930008925,0.010018900036811829,244.4868850999046,[-0.072],[0.214],[1],[0],[0],[2.508208299987018],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
116,0,116,[0.274],[0.46],[1],[0],[0],[1.7997308999765664],['target'],116,0,116,0,244.5154047999531,,5,244.5004211999476,244.5154047999531,244.5154047999531,0.013362100115045905,246.30067629995756,[0.274],[0.46],[1],[0],[0],[1.7997308999765664],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
117,0,117,[0.36],[0.396],[1],[0],[0],[1.493205700069666],['target'],117,0,117,0,246.34835419990122,,10,246.32331250002608,246.34835419990122,246.34835419990122,0.02247119997628033,247.81685939989984,[0.36],[0.396],[1],[0],[0],[1.493205700069666],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
118,0,118,[0.28],[0.09],[1],[0],[0],[1.6102332998998463],['target'],118,0,118,0,247.84800780005753,,5,247.82555050007068,247.84800780005753,247.84800780005753,0.008585800183936954,249.43646149989218,[0.28],[0.09],[1],[0],[0],[1.6102332998998463],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
119,0,119,[-0.064],[0.028],[1],[0],[0],[3.081954099936411],['target'],119,0,119,0,249.46464779996313,,5,249.45058450009674,249.46464779996313,249.46464779996313,0.013885400025174022,252.53331759991124,[-0.064],[0.028],[1],[0],[0],[3.081954099936411],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
120,0,120,[0.094],[0.144],[1],[0],[0],[1.839323699939996],['target'],120,0,120,0,252.56466650008224,,5,252.54334870004095,252.56466650008224,252.56466650008224,0.009877600008621812,254.38315859995782,[0.094],[0.144],[1],[0],[0],[1.839323699939996],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
121,0,121,[-0.082],[-0.386],[1],[0],[0],[1.7389718000777066],['target'],121,0,121,0,254.41453989990987,,5,254.39328560000286,254.41453989990987,254.41453989990987,0.009956300025805831,256.1325987998862,[-0.082],[-0.386],[1],[0],[0],[1.7389718000777066],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
122,0,122,[-0.016],[-0.036],[1],[0],[0],[2.9996450000908226],['target'],122,0,122,0,256.16342490003444,,10,256.1510683000088,256.16342490003444,256.16342490003444,0.018383600050583482,259.15146679989994,[-0.016],[-0.036],[1],[0],[0],[2.9996450000908226],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
123,0,123,[0.208],[-0.028],[1],[0],[0],[1.952571599977091],['target'],123,0,123,0,259.1801877999678,,5,259.1632185000926,259.1801877999678,259.1801877999678,0.011549399932846427,261.11612999998033,[0.208],[-0.028],[1],[0],[0],[1.952571599977091],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
124,0,124,[-0.08],[0.152],[1],[0],[0],[1.6916261999867857],['target'],124,0,124,0,261.1470202000346,,5,261.12559109996073,261.1470202000346,261.1470202000346,0.009367599850520492,262.81797349988483,[-0.08],[0.152],[1],[0],[0],[1.6916261999867857],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
125,0,125,[0.292],[-0.1],[1],[0],[0],[1.7032391000539064],['target'],125,0,125,0,262.84673790005036,,5,262.8283583999146,262.84673790005036,262.84673790005036,0.010240399977192283,264.53209750005044,[0.292],[-0.1],[1],[0],[0],[1.7032391000539064],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
126,0,126,[-0.186],[0.32],[1],[0],[0],[1.5713623999617994],['target'],126,0,126,0,264.629175900016,,10,264.6104663000442,264.629175900016,264.629175900016,0.07825510017573833,266.18219089997,[-0.186],[0.32],[1],[0],[0],[1.5713623999617994],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
127,0,127,[0.004],[-0.276],[1],[0],[0],[2.47568599996157],['target'],127,0,127,0,266.21214459999464,,5,266.19124699989334,266.21214459999464,266.21214459999464,0.008966999826952815,268.66786869987845,[0.004],[-0.276],[1],[0],[0],[2.47568599996157],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
128,0,128,[0.404],[-0.184],[1],[0],[0],[1.9680111999623477],['target'],128,0,128,0,268.6955464000348,,5,268.6806383000221,268.6955464000348,268.6955464000348,0.012617599917575717,270.6493144000415,[0.404],[-0.184],[1],[0],[0],[1.9680111999623477],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
129,0,129,[0.416],[-0.464],[1],[0],[0],[2.172086799982935],['target'],129,0,129,0,270.6952378998976,,10,270.6755361999385,270.6952378998976,270.6952378998976,0.026041900040581822,272.84830549987964,[0.416],[-0.464],[1],[0],[0],[2.172086799982935],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
130,0,130,[-0.116],[-0.17],[1],[0],[0],[1.9959992000367492],['target'],130,0,130,0,272.89542829990387,,10,272.8678005998954,272.89542829990387,272.89542829990387,0.019289599964395165,274.86421200004406,[-0.116],[-0.17],[1],[0],[0],[1.9959992000367492],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
131,0,131,[0.358],[-0.244],[1],[0],[0],[1.4075339999981225],['target'],131,0,131,0,274.8950861999765,,5,274.87347160000354,274.8950861999765,274.8950861999765,0.009132000152021646,276.281823300058,[0.358],[-0.244],[1],[0],[0],[1.4075339999981225],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
132,0,132,[-0.162],[0.034],[1],[0],[0],[1.1375152000691742],['target'],132,0,132,0,276.3113496999722,,5,276.2939784999471,276.3113496999722,276.3113496999722,0.011942799901589751,277.4322238001041,[-0.162],[0.034],[1],[0],[0],[1.1375152000691742],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
133,0,133,[-0.328],[0.39],[1],[0],[0],[1.786553499987349],['target'],133,0,133,0,277.46135580004193,,5,277.44325940008275,277.46135580004193,277.46135580004193,0.010833000065758824,279.230501400074,[-0.328],[0.39],[1],[0],[0],[1.786553499987349],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
134,0,134,[0.09],[0.338],[1],[0],[0],[1.531100400025025],['target'],134,0,134,0,279.2608215000946,,5,279.24873550003394,279.2608215000946,279.2608215000946,0.017969300039112568,280.78045640001073,[0.09],[0.338],[1],[0],[0],[1.531100400025025],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
135,0,135,[0.244],[-0.07],[1],[0],[0],[1.4491046001203358],['target'],135,0,135,0,280.81078729988076,,10,280.79889600002207,280.81078729988076,280.81078729988076,0.01831590011715889,282.2488593000453,[0.244],[-0.07],[1],[0],[0],[1.4491046001203358],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
136,0,136,[-0.044],[-0.076],[1],[0],[0],[1.7689356999471784],['target'],136,0,136,0,282.27700000000186,,5,282.26118750008754,282.27700000000186,282.27700000000186,0.012067900039255619,284.03062020009384,[-0.044],[-0.076],[1],[0],[0],[1.7689356999471784],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
137,0,137,[-0.216],[0.186],[1],[0],[0],[2.132155600003898],['target'],137,0,137,0,284.0606221999042,,10,284.0483717999887,284.0606221999042,284.0606221999042,0.01760170003399253,286.18116190005094,[-0.216],[0.186],[1],[0],[0],[2.132155600003898],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
138,0,138,[0.242],[-0.32],[1],[0],[0],[1.5620759001467377],['target'],138,0,138,0,286.2268749999348,,10,286.19916089996696,286.2268749999348,286.2268749999348,0.017799600027501583,287.7615559999831,[0.242],[-0.32],[1],[0],[0],[1.5620759001467377],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
139,0,139,[0.326],[0.238],[1],[0],[0],[1.7757755999919027],['target'],139,0,139,0,287.79277150006965,,5,287.77001259988174,287.79277150006965,287.79277150006965,0.008339100051671267,289.5463525999803,[0.326],[0.238],[1],[0],[0],[1.7757755999919027],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
140,0,140,[0.238],[-0.248],[1],[0],[0],[2.3637538999319077],['target'],140,0,140,0,289.5763552999124,,10,289.56495340005495,289.5763552999124,289.5763552999124,0.018422900000587106,291.9294014000334,[0.238],[-0.248],[1],[0],[0],[2.3637538999319077],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
141,0,141,[-0.398],[-0.182],[1],[0],[0],[1.7145989001728594],['target'],141,0,141,0,291.9596315000672,,10,291.9473001998849,291.9596315000672,291.9596315000672,0.017703999998047948,293.6624336000532,[-0.398],[-0.182],[1],[0],[0],[1.7145989001728594],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
142,0,142,[-0.484],[0.008],[1],[0],[0],[1.9805649002082646],['target'],142,0,142,0,293.7088806000538,,10,293.6821781999897,293.7088806000538,293.7088806000538,0.019607400055974722,295.66348119988106,[-0.484],[0.008],[1],[0],[0],[1.9805649002082646],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
143,0,143,[-0.028],[-0.04],[1],[0],[0],[4.726804699981585],['target'],143,0,143,0,295.7085470999591,,10,295.6839328999631,295.7085470999591,295.7085470999591,0.020270799985155463,300.4110648999922,[-0.028],[-0.04],[1],[0],[0],[4.726804699981585],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
144,0,144,[0.378],[-0.154],[1],[0],[0],[2.324758700095117],['target'],144,0,144,0,300.4412299999967,,5,300.4196631000377,300.4412299999967,300.4412299999967,0.008457300020381808,302.7451420999132,[0.378],[-0.154],[1],[0],[0],[2.324758700095117],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
145,0,145,[-0.356],[-0.326],[1],[0],[0],[2.373621900100261],['target'],145,0,145,0,302.7745898999274,,5,302.75463719991967,302.7745898999274,302.7745898999274,0.009350799955427647,305.12899690004997,[-0.356],[-0.326],[1],[0],[0],[2.373621900100261],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
146,0,146,[0.26],[-0.362],[1],[0],[0],[1.2713454000186175],['target'],146,0,146,0,305.15797939989716,,5,305.14035680005327,305.15797939989716,305.15797939989716,0.011182599933817983,306.41261269990355,[0.26],[-0.362],[1],[0],[0],[1.2713454000186175],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
147,0,147,[-0.028],[0.084],[1],[0],[0],[1.4620658000931144],['target'],147,0,147,0,306.45725130010396,,10,306.43235979997553,306.45725130010396,306.45725130010396,0.019453200045973063,307.89508350007236,[-0.028],[0.084],[1],[0],[0],[1.4620658000931144],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
148,0,148,[-0.318],[-0.142],[1],[0],[0],[1.4777138999197632],['target'],148,0,148,0,307.92379770008847,,10,307.91449879994616,307.92379770008847,307.92379770008847,0.01922359992749989,309.3926107001025,[-0.318],[-0.142],[1],[0],[0],[1.4777138999197632],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
149,0,149,[0.438],[0.106],[1],[0],[0],[2.290478999959305],['target'],149,0,149,0,309.423582599964,,5,309.40106959990226,309.423582599964,309.423582599964,0.008335900027304888,311.6918997000903,[0.438],[0.106],[1],[0],[0],[2.290478999959305],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
150,0,150,[-0.028],[0.288],[1],[0],[0],[1.4615745998453349],['target'],150,0,150,0,311.7233211998828,,5,311.7003536000848,311.7233211998828,311.7233211998828,0.008390499977394938,313.1627096000593,[-0.028],[0.288],[1],[0],[0],[1.4615745998453349],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
151,0,151,[0.21],[-0.202],[1],[0],[0],[1.383329400094226],['target'],151,0,151,0,313.1900973999873,,5,313.17549029993825,313.1900973999873,313.1900973999873,0.012617900036275387,314.55921410000883,[0.21],[-0.202],[1],[0],[0],[1.383329400094226],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
152,0,152,[-0.156],[0.456],[1],[0],[0],[3.1984470998868346],['target'],152,0,152,0,314.59008009987883,,10,314.57665559998713,314.59008009987883,314.59008009987883,0.017343899933621287,317.77544689993374,[-0.156],[0.456],[1],[0],[0],[3.1984470998868346],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
153,0,153,[0.012],[-0.376],[1],[0],[0],[2.641554000088945],['target'],153,0,153,0,317.80581049993634,,5,317.7845860000234,317.80581049993634,317.80581049993634,0.009022600017488003,320.4268527000677,[0.012],[-0.376],[1],[0],[0],[2.641554000088945],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
154,0,154,[-0.302],[-0.418],[1],[0],[0],[3.4602840999141335],['target'],154,0,154,0,320.4720811001025,,10,320.44608810008503,320.4720811001025,320.4720811001025,0.019002400105819106,323.9067156999372,[-0.302],[-0.418],[1],[0],[0],[3.4602840999141335],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
155,0,155,[-0.484],[0.21],[1],[0],[0],[1.5728780999779701],['target'],155,0,155,0,323.9385142000392,,5,323.91823050007224,323.9385142000392,323.9385142000392,0.01141409995034337,325.49147349991836,[-0.484],[0.21],[1],[0],[0],[1.5728780999779701],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
156,0,156,[0.068],[-0.11],[1],[0],[0],[1.6738632000051439],['target'],156,0,156,0,325.521657000063,,5,325.50019160006195,325.521657000063,325.521657000063,0.008622900117188692,327.1746274998877,[0.068],[-0.11],[1],[0],[0],[1.6738632000051439],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
157,0,157,[0.432],[0.458],[1],[0],[0],[2.330589799908921],['target'],157,0,157,0,327.2050256000366,,10,327.1935117999092,327.2050256000366,327.2050256000366,0.01878939988091588,329.52445910009556,[0.432],[0.458],[1],[0],[0],[2.330589799908921],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
158,0,158,[0.134],[-0.118],[1],[0],[0],[1.475436600157991],['target'],158,0,158,0,329.5543708000332,,5,329.53280639997683,329.5543708000332,329.5543708000332,0.008235499961301684,331.0090111999307,[0.134],[-0.118],[1],[0],[0],[1.475436600157991],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
159,0,159,[0.1],[-0.458],[1],[0],[0],[1.5342250999528915],['target'],159,0,159,0,331.03787319990806,,5,331.0216443000827,331.03787319990806,331.03787319990806,0.012470399960875511,332.55626070010476,[0.1],[-0.458],[1],[0],[0],[1.5342250999528915],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
160,0,160,[0.012],[-0.426],[1],[0],[0],[3.0785767000634223],['target'],160,0,160,0,332.58711230009794,,10,332.5775709000882,332.58711230009794,332.58711230009794,0.02117799990810454,335.6570204999298,[0.012],[-0.426],[1],[0],[0],[3.0785767000634223],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
161,0,161,[-0.02],[-0.44],[1],[0],[0],[1.9626058000139892],['target'],161,0,161,0,335.68696579989046,,10,335.6775954000186,335.68696579989046,335.68696579989046,0.020319300005212426,337.64097500010394,[-0.02],[-0.44],[1],[0],[0],[1.9626058000139892],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
162,0,162,[0.472],[0.462],[1],[0],[0],[2.0095585000235587],['target'],162,0,162,0,337.6866279998794,,10,337.6640161999967,337.6866279998794,337.6866279998794,0.022650099825114012,339.6743654999882,[0.472],[0.462],[1],[0],[0],[2.0095585000235587],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
163,0,163,[0.084],[0.46],[1],[0],[0],[1.6358151000458747],['target'],163,0,163,0,339.70321980002336,,5,339.687153799925,339.70321980002336,339.70321980002336,0.012615200132131577,341.3237924000714,[0.084],[0.46],[1],[0],[0],[1.6358151000458747],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
164,0,164,[-0.092],[0.496],[1],[0],[0],[2.0790644001681358],['target'],164,0,164,0,341.3529765000567,,10,341.3423633999191,341.3529765000567,341.3529765000567,0.018388699973002076,343.42177290003747,[-0.092],[0.496],[1],[0],[0],[2.0790644001681358],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
165,0,165,[-0.36],[0.104],[1],[0],[0],[1.7816371000371873],['target'],165,0,165,0,343.4523310000077,,10,343.4393352998886,343.4523310000077,343.4523310000077,0.017451199935749173,345.2212978999596,[-0.36],[0.104],[1],[0],[0],[1.7816371000371873],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
166,0,166,[-0.06],[-0.074],[1],[0],[0],[2.156947899842635],['target'],166,0,166,0,345.25226909993216,,5,345.23013020004146,345.25226909993216,345.25226909993216,0.008711999980732799,347.38759179995395,[-0.06],[-0.074],[1],[0],[0],[2.156947899842635],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
167,0,167,[0.082],[0.482],[1],[0],[0],[1.683119700057432],['target'],167,0,167,0,347.41866540000774,,10,347.40504499990493,347.41866540000774,347.41866540000774,0.01736579998396337,349.08895589993335,[0.082],[0.482],[1],[0],[0],[1.683119700057432],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
168,0,168,[-0.172],[-0.01],[1],[0],[0],[1.571363699855283],['target'],168,0,168,0,349.11907220003195,,5,349.0990599999204,349.11907220003195,349.11907220003195,0.009856000076979399,350.6708410999272,[-0.172],[-0.01],[1],[0],[0],[1.571363699855283],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
169,0,169,[-0.076],[0.126],[1],[0],[0],[1.4647603000048548],['target'],169,0,169,0,350.70144030009396,,10,350.6889074000064,350.70144030009396,350.70144030009396,0.017925000051036477,352.1540369000286,[-0.076],[0.126],[1],[0],[0],[1.4647603000048548],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
170,0,170,[-0.292],[0.342],[1],[0],[0],[1.6408585999161005],['target'],170,0,170,0,352.1847995999269,,5,352.1636767999735,352.1847995999269,352.1847995999269,0.009371199877932668,353.8052646999713,[-0.292],[0.342],[1],[0],[0],[1.6408585999161005],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
171,0,171,[0.11],[0.028],[1],[0],[0],[1.6906522999051958],['target'],171,0,171,0,353.83516009990126,,5,353.8155960000586,353.83516009990126,353.83516009990126,0.010154700139537454,355.50714299990796,[0.11],[0.028],[1],[0],[0],[1.6906522999051958],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
172,0,172,[0.358],[-0.452],[1],[0],[0],[2.4256764999590814],['target'],172,0,172,0,355.5512872999534,,10,355.52693430008367,355.5512872999534,355.5512872999534,0.01958970003761351,357.9531072000973,[0.358],[-0.452],[1],[0],[0],[2.4256764999590814],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
